;Zinc_ID;SMILES;MolecularFormula;MolWt;MolLogp;HAcceptors;HDonors;RotableBonds;RindCount;TPSA
804;ZINC000014491275;OC[C@@H]1C[C@@H](O)[C@@H](O)CN1;C6H13NO3;147.089543276;-1.9375999999999998;4;4;1;1;72.72
805;ZINC000100303623;NC(=O)C1=C(N)C(=O)[C@@H]2O[C@H]2C1=O;C7H6N2O4;182.032756672;-2.396299999999999;5;2;1;2;115.78
806;ZINC000038415803;C[C@H](CO)[C@@H](O)[C@H](O)CO;C6H14O4;150.089208928;-1.6711;4;4;4;0;80.92
807;ZINC000238573837;NC1=CC(=O)[C@]2(CO)O[C@H]2[C@@H]1O;C7H9NO4;171.053157768;-2.0975;5;3;1;2;96.08000000000001
808;ZINC000026179489;O[C@H]1CCCN2C[C@@H](O)[C@H](O)[C@@H]12;C8H15NO3;173.10519334;-1.4528999999999999;4;3;0;2;63.93000000000001
809;ZINC000001532525;N=C(N)NCCC[C@H](N)C(=O)O;C6H14N4O2;174.111675688;-1.338429999999999;3;5;5;0;125.22000000000001
810;ZINC000032786029;O=C(O)C[C@H](O)[C@@H](O)CO;C5H10O5;150.05282342;-1.8248000000000002;4;4;4;0;97.99000000000001
811;ZINC000306548520;CO[C@H]1O[C@@H](OC)[C@@H](O)[C@H](O)[C@H]1O;C7H14O6;194.079038168;-1.9556999999999995;6;3;2;1;88.38000000000001
812;ZINC000002556514;C[C@@H](N)C(=O)NCCC(=O)O;C6H12N2O3;160.084792244;-1.0755;3;3;4;0;92.42
813;ZINC000003809490;NCCS(=O)(=O)O;C2H7NO3S;125.014664084;-1.1670999999999996;3;2;2;0;80.39
814;ZINC000003869313;O=C(O)C(=O)C[C@@H](O)[C@H](O)C(=O)O;C6H8O7;192.027002596;-2.1634000000000007;5;4;5;0;132.13
815;ZINC000016051887;Nc1nc2ncc(CO)nc2c(=O)[nH]1;C7H7N5O2;193.059974464;-1.2124000000000001;6;3;1;2;117.78
816;ZINC000000901644;CSC[C@@H]1O[C@H](O)[C@@H](O)[C@H]1O;C6H12O4S;180.045629864;-1.2116000000000005;5;3;2;1;69.92
817;ZINC000014442655;O=P(O)(O)C[C@H](O)CNO;C3H10NO5P;171.02965905000002;-1.4962000000000002;4;5;4;0;110.02000000000001
818;ZINC000142149711;OCO[C@@H](O)CO;C3H8O4;108.042258736;-1.7365000000000002;4;3;3;0;69.92
819;ZINC000005134195;O[C@H]1CCN2C[C@@H](O)[C@@H](O)[C@H](O)[C@@H]12;C8H15NO4;189.10010796;-2.482099999999999;5;4;0;2;84.16000000000001
820;ZINC000238718414;O=C1O[C@@H](C(=O)O)[C@@H](O)[C@H]1O;C5H6O6;162.01643791200001;-2.2818;5;3;1;1;104.06000000000002
821;ZINC000257481908;COC(=O)C1=C(N)[C@H](O)[C@@H]2O[C@H]2C1=O;C8H9NO5;199.048072388;-1.9167999999999996;6;2;1;2;102.15
822;ZINC000100018238;O=C(O)C1=CC(=O)[C@@H](O)[C@H](O)C1;C7H8O5;172.037173356;-1.3080000000000005;4;3;1;1;94.83
823;ZINC000146109438;O=C1C(CO)=C[C@H](O)[C@H](O)[C@@H]1O;C7H10O5;174.05282342;-2.4295000000000004;5;4;1;1;97.99000000000001
824;ZINC000011616410;O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O;C6H10O7;194.04265266000002;-3.2865000000000006;6;5;5;0;135.29
825;ZINC000000901774;N[C@@H](Cn1ccc(=O)[nH]c1=O)C(=O)O;C7H9N3O4;199.059305768;-2.0515;5;3;3;1;118.17999999999999
826;ZINC000005196194;CC(=O)N=C(N)N;C3H7N3O;101.058911844;-1.1936999999999998;1;2;0;0;81.47
827;ZINC000005178930;O=[N+]([O-])OC[C@H](CO)O[N+](=O)[O-];C3H6N2O7;182.017500532;-1.2360999999999998;7;1;6;0;124.97000000000003
828;ZINC000032786033;O=C(O)C[C@@H](O)[C@@H](O)CO;C5H10O5;150.05282342;-1.8248000000000002;4;4;4;0;97.99000000000001
829;ZINC000000895205;OC[C@@H](O)C(O)[C@H](O)CO;C5H12O5;152.068473484;-2.9463000000000004;5;5;4;0;101.15
830;ZINC000001531051;N=C(N)NC[C@H](O)C[C@H](N)C(=O)O;C6H14N4O3;190.106590308;-2.3676299999999983;4;6;5;0;145.45
831;ZINC000001631379;O=C1N=C(O)C(=O)C(=O)N1;C4H2N2O4;142.001456544;-1.2382;3;2;0;1;95.82999999999998
832;ZINC000013353307;C=C(C(=O)O)[C@H](O)[C@H](N)C(=O)O;C6H9NO5;175.048072388;-1.5999999999999996;4;4;4;0;120.85000000000001
833;ZINC000014961539;O=C1C[C@H](O)[C@H]([C@@H](O)CO)O1;C6H10O5;162.05282342;-1.9840000000000002;5;3;2;1;86.99000000000001
834;ZINC000044028838;N[C@@H]1OC[C@H](O)[C@@H](O)[C@H]1O;C5H11NO4;149.068807832;-2.6158999999999994;5;4;0;1;95.94000000000001
835;ZINC000038803694;NN[C@@H]1C=NC(=O)NC1=O;C4H6N4O2;142.049075432;-1.8610999999999995;4;3;1;1;96.57999999999998
836;ZINC000257498771;CO[C@]1(CO)OC[C@H](O)[C@H]1O;C6H12O5;164.068473484;-1.9266;5;3;2;1;79.15
837;ZINC000014961543;O=C1C[C@H](O)[C@@H]([C@@H](O)CO)O1;C6H10O5;162.05282342;-1.9840000000000002;5;3;2;1;86.99000000000001
838;ZINC000019327953;N[C@@H]1N=N[C@@H](C(=O)O)N1;C3H6N4O2;130.049075432;-1.3052000000000001;5;3;1;1;100.07000000000001
839;ZINC000004977730;O=C1C[C@H](C(=O)O)N1;C4H5NO3;115.02694302;-1.0405;2;2;1;1;66.4
840;ZINC000004403946;NC(=O)[C@@H]1CCC(=O)N1;C5H8N2O2;128.058577496;-1.2497;2;2;1;1;72.19
841;ZINC000095831405;N[C@H]1CN[C@H](C(=O)O)C1;C5H10N2O2;130.07422756;-1.2397999999999996;3;3;1;1;75.35
842;ZINC000002040884;O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;C6H12O7;196.058302724;-3.4931000000000005;6;6;5;0;138.45000000000002
843;ZINC000003995890;OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O;C6H13NO4;163.084457896;-2.9667999999999988;5;5;1;1;92.95
844;ZINC000006481088;CN1C[C@H](O)[C@@H](O)[C@@H]1CO;C6H13NO3;147.089543276;-1.9854999999999994;4;3;1;1;63.93000000000001
845;ZINC000155876572;C[C@H](O)C1=CC(=O)[C@@H](O)[C@@H]1O;C7H10O4;158.0579088;-1.4019000000000001;4;3;1;1;77.76
846;ZINC000253673228;OC[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O;C7H14O6;194.079038168;-3.587;6;6;1;1;121.38000000000001
847;ZINC000257524862;OC[C@@H]1O[C@H](O)[C@](O)(CO)[C@@H]1O;C6H12O6;180.063388104;-3.219799999999999;6;5;2;1;110.38000000000001
848;ZINC000002470252;NC(=O)CC[C@H](NC=O)C(=O)O;C6H10N2O4;174.0640568;-1.5489;3;3;6;0;109.49
849;ZINC000014614390;C#CC#CC#C[C@H](O)[C@@H](O)CO;C9H8O3;164.047344116;-1.6595000000000002;3;3;2;0;60.69
850;ZINC000013352117;N[C@@H](C(=O)O)[C@@H](O)CF;C4H8FNO3;137.048821336;-1.2713;3;3;3;0;83.55000000000001
851;ZINC000255980316;N[C@H](C[C@H](O)[C@H](O)C(=O)O)C(=O)O;C6H11NO6;193.058637072;-2.4052000000000002;5;5;5;0;141.08
852;ZINC000013351308;N[C@H](C(=O)O)[C@@H](O)[C@H](O)C(=O)O;C5H9NO6;179.042987008;-2.7952999999999997;5;5;4;0;141.08
853;ZINC000001583696;O=C(O)C[C@@H](O)[C@@H](O)[C@H](O)CO;C6H12O6;180.063388104;-2.4639;5;5;5;0;118.22000000000001
854;ZINC000002020260;CO[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O;C7H14O6;194.079038168;-2.5673;6;4;2;1;99.38000000000001
855;ZINC000104860928;O=C(O)[C@@H](O)[C@H](O)C[C@@H](O)C(=O)O;C6H10O7;194.04265266;-2.3716000000000004;5;5;5;0;135.29
856;ZINC000257551348;CCO[C@@H]1OC[C@H](O)[C@@H](O)[C@H]1O;C7H14O5;178.084123548;-1.5381000000000007;5;3;2;1;79.15
857;ZINC000012153388;O[C@H]1[C@H](O)[C@H](O)[C@H]2N[C@]1(O)C[C@H]2O;C7H13NO5;191.079372516;-3.5059;6;6;0;2;113.18
858;ZINC000013527670;O=C1OC[C@H](O)[C@@H](O)[C@H]1O;C5H8O5;148.037173356;-2.3741000000000008;5;3;0;1;86.99000000000001
859;ZINC000095617997;CC(=O)[C@]1(O)OC[C@@H](O)[C@H]1O;C6H10O5;162.05282342;-1.9840000000000002;5;3;1;1;86.99000000000001
860;ZINC000379325532;N=C(CO)[C@H](O)[C@H](O)[C@@H](O)CO;C6H13NO5;179.079372516;-2.926530000000001;6;6;5;0;125.00000000000001
861;ZINC000053993790;COC(=O)[C@H]1C[C@H](O)CN1;C6H11NO3;145.073893212;-1.1178000000000003;4;2;1;1;58.56
862;ZINC000255972323;OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)C=NO;C6H13NO6;195.074287136;-3.1177;7;6;5;0;133.74
863;ZINC000033685627;N[C@H](C=O)[C@H](O)[C@H](O)CCO;C6H13NO4;163.084457896;-2.383199999999999;5;4;5;0;103.78000000000002
864;ZINC000034179491;O=C(CO)[C@@H](O)[C@H](O)CCO;C6H12O5;164.068473484;-2.3480000000000003;5;4;5;0;97.99000000000001
865;ZINC000001532387;CC(=O)C(=O)[C@H](O)CO;C5H8O4;132.042258736;-1.5023;4;2;3;0;74.60000000000001
866;ZINC000018185147;O=C[C@@H](O)[C@H](O)CO;C4H8O4;120.04225873600001;-2.1006;4;3;3;0;77.76
867;ZINC000005849790;NC[C@@H]1CC[C@@H](N)[C@@H](O)O1;C6H14N2O2;146.105527688;-1.2301999999999997;4;3;1;1;81.5
868;ZINC000000895294;O=C(O)[C@@H](O)[C@H](O)[C@H](O)CO;C5H10O6;166.04773803999998;-2.8540000000000005;5;5;4;0;118.22000000000001
869;ZINC000003901843;O=C(O)CNc1n[nH]c(=O)[nH]c1=O;C5H6N4O4;186.038904672;-2.0453;5;4;3;1;127.93999999999997
870;ZINC000100386039;NC(=O)C[C@H](N)C(=O)NC=C(O)O;C6H11N3O4;189.074955832;-1.7797999999999998;5;5;4;0;138.67000000000002
871;ZINC000001320114;OC[C@@H]1O[C@H](S)[C@H](O)[C@H](O)[C@H]1O;C6H12O5S;196.040544484;-2.2839000000000005;6;5;1;1;90.15
872;ZINC000013438193;NC[C@@H](O)C[C@@H](N)C(=O)O;C5H12N2O3;148.084792244;-1.8919999999999995;4;4;4;0;109.57000000000001
873;ZINC000086000548;NC[C@@H]1OC(=O)[C@@H](N)[C@H]1N;C5H11N3O2;145.085126592;-2.474899999999999;5;3;1;1;104.36
874;ZINC000014451350;C[C@H](O)[C@@H]1NC(=O)CNC1=O;C6H10N2O3;158.06914218;-2.0181999999999993;3;3;1;1;78.43
875;ZINC000001612537;O[C@H]1CCCN2C[C@@H](O)[C@@H](O)[C@H]12;C8H15NO3;173.10519334;-1.4528999999999999;4;3;0;2;63.93000000000001
876;ZINC000306809465;CO[C@H]1[C@H](O)[C@@H](O)O[C@H](CO)[C@@H]1O;C7H14O6;194.079038168;-2.567299999999999;6;4;2;1;99.38000000000001
877;ZINC000015060562;OC[C@@H]1[C@H](O)[C@@H](O)[C@@H]2CCCN21;C8H15NO3;173.10519334;-1.4528999999999999;4;3;1;2;63.93
878;ZINC000034924610;COC(=O)[C@H](N)[C@H](C)O;C5H11NO3;133.073893212;-1.1325000000000003;4;2;2;0;72.55
879;ZINC000307643795;O[C@H]1CC[C@H]2NC[C@@H](O)[C@H](O)[C@@H]12;C8H15NO3;173.10519334;-1.549099999999999;4;4;0;2;72.72
880;ZINC000005829539;O=C(O)CN[C@@H](CO)C(=O)O;C5H9NO5;163.048072388;-1.893899999999999;4;4;5;0;106.86
881;ZINC000156105819;COC[C@H](O)[C@H](O)[C@H](O)C(=O)CO;C7H14O6;194.079038168;-2.7231;6;4;6;0;107.22000000000001
882;ZINC000100774999;O[C@H]1C[C@H]2CC[C@@H](O)[C@@]1(O)N2;C7H13NO3;159.089543276;-1.4475000000000007;4;4;0;2;72.72
883;ZINC000143663818;O=C[C@H](O)[C@H](O)[C@@H](O)C(=O)O;C5H8O6;164.032087976;-2.6474000000000006;5;4;4;0;115.06000000000002
884;ZINC000261495746;CC(=O)[C@]1(O)OC[C@H](O)[C@H]1O;C6H10O5;162.05282342;-1.9840000000000002;5;3;1;1;86.99000000000001
885;ZINC000535384816;C[C@H](O)[C@H](O)[C@H](O)[C@@H](O)C=N;C6H13NO4;163.084457896;-1.9005300000000007;5;5;4;0;104.77000000000001
886;ZINC000000349622;C1CNC(C2=NCCN2)=N1;C6H10N4;138.09054632;-1.0101999999999995;4;2;1;2;48.78
887;ZINC000156387377;NC1=C(C(=O)O)C(=O)[C@@H]2O[C@@H]2[C@@H]1O;C7H7NO5;185.032422324;-2.0051999999999994;5;3;1;2;113.15000000000002
888;ZINC000100054128;O=C1OC[C@H](O)[C@H]1O;C4H6O4;118.02660867200001;-1.7350000000000003;4;2;0;1;66.76
889;ZINC000002244313;NCCCC[C@@H](N)C(N)=O;C6H15N3O;145.1215121;-1.0719999999999985;3;3;5;0;95.13
890;ZINC000013352113;N[C@H](C(=O)O)[C@@H](O)CF;C4H8FNO3;137.048821336;-1.2713;3;3;3;0;83.55000000000001
891;ZINC000101810932;CO[C@@H]1O[C@H](CO)[C@H](O)C[C@@H]1O;C7H14O5;178.084123548;-1.5381000000000007;5;3;2;1;79.15
892;ZINC000015261251;N[C@H](CCC(=O)NCCO)C(=O)O;C7H14N2O4;190.095356928;-1.7129999999999992;4;4;6;0;112.65000000000002
893;ZINC000019365649;O=C(O)CN1CCNCCNCC1;C8H17N3O2;187.132076784;-1.434199999999998;4;3;2;1;64.6
894;ZINC000002045313;CN(C)[C@H](CO)C(=O)O;C5H11NO3;133.073893212;-1.0065000000000004;3;2;3;0;60.769999999999996
895;ZINC000379233353;CO[C@@H]([C@H](O)C=O)[C@H](OC)[C@H](C)O;C8H16O5;192.099773612;-1.0430000000000004;5;2;6;0;75.99000000000001
896;ZINC000105020311;N[C@H](CO)[C@H](O)[C@@H](O)[C@H](O)CO;C6H15NO5;181.09502258;-3.619;6;6;5;0;127.17000000000002
897;ZINC000001532865;O=C(O)C(=O)C[C@@H](O)C(=O)O;C5H6O6;162.016437912;-1.5243000000000004;4;3;4;0;111.89999999999999
898;ZINC000003830878;OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O;C6H12O6;180.063388104;-3.2197999999999998;6;5;1;1;110.38000000000001
899;ZINC000018716550;N[C@@H]1CO[C@@H]2[C@@H](O)CO[C@@H]12;C6H11NO3;145.073893212;-1.5278000000000003;4;2;0;2;64.71000000000001
900;ZINC000034745163;NC(N)NCCC[C@H](N)C(=O)O;C6H16N4O2;176.127325752;-2.030899999999998;5;5;6;0;127.39
901;ZINC000307742371;C[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](CO)N1C;C8H17NO4;191.115758024;-2.2360999999999995;5;4;1;1;84.16
902;ZINC000000895467;O=C1O[C@@H]([C@@H](O)CO)[C@@H](O)[C@H]1O;C6H10O6;178.04773804;-3.0132;6;4;2;1;107.22000000000001
903;ZINC000143497537;O=C1C=C(CO)[C@@H](O)O1;C5H6O4;130.026608672;-1.2197;4;2;1;1;66.76
904;ZINC000003875092;N[C@@H](C(=O)O)[C@@H](O)C(=O)O;C4H7NO5;149.032422324;-2.1561999999999997;4;4;3;0;120.85000000000001
905;ZINC000013349508;N[C@H]1[C@H](O)[C@H](O)O[C@H]1CO;C5H11NO4;149.068807832;-2.6159000000000003;5;4;1;1;95.94000000000001
906;ZINC000000895457;O=C(O)[C@H]1C[C@H](O)CN1;C5H9NO3;131.058243148;-1.2062;3;3;1;1;69.56
907;ZINC000307743511;C[C@@H](N)CC[C@@](N)(O)C(=O)O;C6H14N2O3;162.100442308;-1.1542999999999997;4;4;4;0;109.57000000000001
908;ZINC000015205022;CC[C@@H]1C[C@H](O)[C@@H](O)[C@@H](CO)N1;C8H17NO3;175.120843404;-1.1590000000000003;4;4;2;1;72.72
909;ZINC000085594711;C[C@H](O)[C@H](N)C=O;C4H9NO2;103.063328528;-1.1065999999999998;3;2;2;0;63.32
910;ZINC000257555759;CC[C@@H]1N[C@H](C)[C@H](O)[C@@H](O)[C@H]1O;C8H17NO3;175.120843404;-1.160600000000001;4;4;1;1;72.72
911;ZINC000003869279;O=C(O)C(=O)COP(=O)(O)O;C3H5O7P;183.97728913;-1.2506000000000002;4;3;4;0;121.13
912;ZINC000034180010;N[C@H](C(=O)O)[C@H]1C[C@H](O)N(O)C1=O;C6H10N2O5;190.05897142;-2.045599999999999;5;4;2;1;124.09
913;ZINC000078286787;CO[C@]1(O)CCCC(O)(O)C1(O)O;C7H14O6;194.079038168;-2.1329;6;5;1;1;110.38000000000001
914;ZINC000039205638;O=C(O)C1C[C@H](O)C(O)[C@@H](O)C1;C7H12O5;176.068473484;-1.4363000000000006;4;4;1;1;97.99000000000001
915;ZINC000040829455;O=C(O)[C@@H]1NC[C@H](O)[C@@H](O)[C@H]1O;C6H11NO5;177.063722452;-2.874499999999999;5;5;1;1;110.02000000000001
916;ZINC000306648218;CN[C@@H]1[C@H](CN)O[C@H](CO)[C@H]1O;C7H16N2O3;176.116092372;-2.346299999999998;5;4;3;1;87.74000000000001
917;ZINC000149669315;O=CN1CC[C@H](O)[C@H]1C(=O)O;C6H9NO4;159.053157768;-1.3373999999999997;3;2;2;1;77.84
918;ZINC000000895026;OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O;C6H12O6;180.063388104;-3.2214000000000005;6;5;1;1;110.38000000000001
919;ZINC000003869286;O=C(O)C(=O)C[S@@](=O)O;C3H4O5S;151.97794422799998;-1.1381999999999999;3;2;3;0;91.67
920;ZINC000095635935;C[C@@H]1O[C@H](O)[C@H](O)[C@@]1(O)CO;C6H12O5;164.068473484;-2.1922;5;4;1;1;90.15
921;ZINC000004538313;O=C1OC[C@@H](O)[C@@H]1O;C4H6O4;118.02660867200001;-1.7350000000000003;4;2;0;1;66.76
922;ZINC000014419631;N=C(N)NCC[C@H](O)[C@@H](N)C(=O)O;C6H14N4O3;190.106590308;-2.3676299999999983;4;6;5;0;145.45
923;ZINC000019329420;CN(CC(=O)O)C(N)N;C4H11N3O2;133.085126592;-1.796199999999999;4;3;3;0;92.58
924;ZINC000033985865;O=C(CO)C[C@H](O)CO;C5H10O4;134.0579088;-1.7089;4;3;4;0;77.76
925;ZINC000085590842;O=C1O[C@H](C(=O)O)[C@@H](CO)OC1=O;C6H6O7;190.01135253200002;-2.0995;6;2;2;1;110.13000000000002
926;ZINC000002556659;N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)O;C6H12N2O5;192.074621484;-3.1322999999999994;5;5;5;0;132.88
927;ZINC000000895037;OC[C@@H]1O[C@](O)(CO)[C@H](O)[C@H]1O;C6H12O6;180.063388104;-3.2197999999999998;6;5;2;1;110.38000000000001
928;ZINC000308078451;O=C(O)[C@H](O)[C@H](O)[C@H](F)[C@H](O)CO;C6H11FO6;198.053966292;-2.5159000000000007;5;5;5;0;118.22000000000001
929;ZINC000006360461;NCCOCC[C@@H](N)C(=O)O;C6H14N2O3;162.100442308;-1.2362999999999984;4;3;6;0;98.57000000000001
930;ZINC000014824271;N=C1N[C@H]([C@H](N)C(=O)O)C[C@@H](O)N1;C6H12N4O3;188.090940244;-2.3970299999999987;4;6;2;1;131.46
931;ZINC000205341105;OC[C@H](O)[C@H](O)c1cnc[nH]1;C6H10N2O3;158.06914218;-1.2037000000000002;4;4;3;1;89.37
932;ZINC000001689048;Cc1n[nH]c(=O)n(C)c1=O;C5H7N3O2;141.053826464;-1.22298;4;1;0;1;67.75
933;ZINC000001763213;OC[C@@H]1O[C@H](O)[C@H](F)[C@H](O)[C@H]1O;C6H11FO5;182.059051672;-2.2441999999999998;5;4;1;1;90.15
934;ZINC000002597091;O[C@@H]1CO[C@@H]2[C@H](O)CO[C@H]12;C6H10O4;146.0579088;-1.4942000000000004;4;2;0;2;58.92
935;ZINC000003861035;O=c1c(O)c(O)c(=O)c(=O)c1=O;C6H2O6;169.98513778400002;-2.5858000000000003;6;2;0;1;108.73999999999998
936;ZINC000018105434;CN1C(=O)N(C)[C@H]2NC(=O)N[C@H]21;C6H10N4O2;170.08037556;-1.0513999999999994;2;2;0;2;64.68
937;ZINC000153687147;C[C@@H]1O[C@H]2OC(=O)[C@@]1(O)[C@@H]2O;C6H8O5;160.037173356;-1.6200000000000006;5;2;0;2;75.99000000000001
938;ZINC000018284087;COC(=O)[C@@H](O)[C@@H](O)C(=O)OC;C6H10O6;178.04773804;-1.9457999999999995;6;2;3;0;93.06000000000002
939;ZINC000004654356;Nc1nc(=O)[nH]c2[nH]nc(O)c12;C5H5N5O2;167.0443244;-1.0660000000000003;5;4;0;2;120.68
940;ZINC000013369276;O=C1[C@H](P(=O)(O)O)C[C@@H](O)N1O;C4H8NO6P;197.00892360600002;-1.5274;4;4;1;1;118.30000000000001
941;ZINC000004095493;O=C(O)[C@H]1O[C@@](O)(CO)[C@@H](O)[C@@H]1O;C6H10O7;194.04265266;-3.1275;6;5;2;1;127.45000000000002
942;ZINC000034602212;O=C(O)[C@@H]1C[C@@H](O)[C@@H](CO)N1;C6H11NO4;161.068807832;-1.8453;4;4;2;1;89.79
943;ZINC000100073149;O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O;C6H12O6;180.063388104;-3.8346000000000005;6;6;0;1;121.38000000000001
944;ZINC000100029328;O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O;C6H10O7;194.04265266000002;-3.2865000000000006;6;5;5;0;135.29
945;ZINC000100009383;O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;C6H12O6;180.063388104;-3.3788000000000005;6;5;5;0;118.22000000000001
946;ZINC000001564966;O=C(O)[C@@H](O)C(O)[C@H](O)C(=O)O;C5H8O7;180.027002596;-2.7617000000000007;5;5;4;0;135.29
947;ZINC000005112856;N[C@H](C(=O)O)[C@@H](CC=O)C(=O)NO;C6H10N2O5;190.05897142;-1.8910999999999998;5;4;5;0;129.72
948;ZINC000257438269;OC[C@@H]1[C@H](O)CN2CC[C@H](O)[C@H]12;C8H15NO3;173.10519334;-1.5953999999999997;4;3;1;2;63.93000000000001
949;ZINC000100772443;CC(=O)[C@]1(O)OC[C@H](O)[C@@H]1O;C6H10O5;162.05282342;-1.9840000000000002;5;3;1;1;86.99000000000001
950;ZINC000001532647;O=C1O[C@@H]([C@H](O)CO)C(=O)C1=O;C6H6O6;174.01643791200001;-2.5967999999999996;6;2;2;1;100.9
951;ZINC000001555576;COC(=O)[C@H](O)[C@@H](O)C(=O)OC;C6H10O6;178.04773804;-1.9457999999999995;6;2;3;0;93.06000000000002
952;ZINC000002019886;CC(=O)N[C@@H](CCC(N)=O)C(=O)O;C7H12N2O4;188.079706864;-1.1587999999999987;3;3;5;0;109.49
953;ZINC000100762852;CO[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O;C7H14O6;194.079038168;-3.1805;6;5;1;1;110.38000000000001
954;ZINC000257429723;CN[C@@H]1[C@H](C)O[C@H](O)[C@H](O)[C@]1(C)O;C8H17NO4;191.115758024;-1.5766;5;4;1;1;81.95
955;ZINC000306691367;N[C@@H]1CO[C@H]2[C@H]1OC[C@H]2O;C6H11NO3;145.073893212;-1.5278000000000003;4;2;0;2;64.71000000000001
956;ZINC000013541290;C[C@@H](NC(=O)[C@H](N)CO)C(=O)O;C6H12N2O4;176.079706864;-2.104699999999999;4;4;4;0;112.65000000000002
957;ZINC000005373106;CC(=O)N[C@@H]1C[C@H](O)O[C@@H](C)[C@@H]1O;C8H15NO4;189.10010796;-1.0208000000000002;4;3;1;1;78.79
958;ZINC000257388959;O[C@H]1C[C@@H]2N[C@](O)(C[C@H]2O)[C@H]1O;C7H13NO4;175.084457896;-2.4766999999999997;5;5;0;2;92.95
959;ZINC000003870709;OC[C@@H]1N[C@H](CO)[C@@H](O)[C@@H]1O;C6H13NO4;163.084457896;-2.9667999999999988;5;5;2;1;92.95
960;ZINC000080456155;N=C(N)NC[C@@H](N)C=O;C4H10N4O;130.08546094;-2.0043299999999995;3;4;3;0;104.99000000000001
961;ZINC000238735549;OC1(C2(O)NN2)NN1;C2H6N4O2;118.049075432;-3.5058;6;6;1;2;128.22
962;ZINC000307643794;O[C@H]1CC[C@H]2NC[C@@H](O)[C@@H](O)[C@H]12;C8H15NO3;173.10519334;-1.549099999999999;4;4;0;2;72.72
963;ZINC000000895180;O=C(O)C[C@@H](C(=O)O)[C@@H](O)C(=O)O;C6H8O7;192.02700259600002;-1.3926;4;4;5;0;132.13
964;ZINC000000897751;Nc1nc(N)nc(N)n1;C3H6N6;126.06539419199999;-1.3818000000000001;6;3;0;1;116.72999999999999
965;ZINC000238732910;CO[C@H]([C@H](C)O)[C@H](OC)[C@@H](O)C=O;C8H16O5;192.099773612;-1.0430000000000004;5;2;6;0;75.99000000000001
966;ZINC000006481082;CN1C[C@H](O)[C@H](O)[C@@H](O)[C@@H]1CO;C7H15NO4;177.10010796;-2.6245999999999996;5;4;1;1;84.16000000000001
967;ZINC000002251999;O=C1N[C@H]2NC(=O)N(CCO)[C@@H]2N1;C6H10N4O3;186.07529018;-2.0310999999999995;3;4;2;2;93.7
968;ZINC000535384781;N=C[C@H](O)[C@@H](O)CO;C4H9NO3;119.058243148;-1.6499300000000001;4;4;3;0;84.54
969;ZINC000013346556;N[C@H](CC[C@]1(O)CNC1=O)C(=O)O;C7H12N2O4;188.079706864;-1.9605999999999995;4;4;4;1;112.64999999999999
970;ZINC000069488523;N=CN[C@H](CO)C(=O)O;C4H8N2O3;132.053492116;-1.3714299999999997;3;4;4;0;93.41000000000001
971;ZINC000014455109;O=C(O)C[C@@](O)(CO)C(=O)O;C5H8O6;164.032087976;-1.7309;4;4;4;0;115.06000000000002
972;ZINC000257542176;C[C@H](O)C[C@@H]1N[C@H](CO)[C@H](O)[C@@H]1O;C8H17NO4;191.115758024;-2.188199999999999;5;5;3;1;92.95
973;ZINC000038803696;NN[C@H]1C=NC(=O)NC1=O;C4H6N4O2;142.049075432;-1.8610999999999995;4;3;1;1;96.57999999999998
974;ZINC000196194447;O=C[C@](O)(CO)[C@H](O)[C@@H](O)CO;C6H12O6;180.063388104;-3.3772000000000006;6;5;5;0;118.22000000000001
975;ZINC000100006629;O=C(CO)[C@H](O)[C@H](O)[C@@H](O)CO;C6H12O6;180.063388104;-3.3772000000000006;6;5;5;0;118.22000000000001
976;ZINC000001532556;NC(=O)C[C@H](N)C(=O)O;C4H8N2O3;132.053492116;-1.7263000000000002;3;3;3;0;106.41000000000001
977;ZINC000013353496;C[C@](O)(C[C@@H](N)C(=O)O)C(=O)O;C6H11NO5;177.063722452;-1.3759999999999994;4;4;4;0;120.85000000000001
978;ZINC000001631031;NC(=O)[C@@H](O)[C@@H](O)CO;C4H9NO4;135.053157768;-2.8142;4;4;3;0;103.78000000000002
979;ZINC000257502657;C[C@@H]1O[C@H](O)[C@H](O)[C@@H](N)[C@@H]1O;C6H13NO4;163.084457896;-2.227399999999999;5;4;0;1;95.94
980;ZINC000040456290;NC(=O)C[C@@H](NC=O)C(=O)O;C5H8N2O4;160.048406736;-1.939;3;3;5;0;109.49
