;Zinc_ID;SMILES;MolecularFormula;MolWt;MolLogp;HAcceptors;HDonors;RotableBonds;RindCount;TPSA
1703;ZINC000005373109;CC(=O)N[C@@H]1C[C@H](O)O[C@H](C)[C@H]1O;C8H15NO4;189.10010796;-1.0208000000000002;4;3;1;1;78.79
1704;ZINC000019363627;NC[C@@H](N)C(=O)O;C3H8N2O2;104.058577496;-1.6429999999999998;3;3;2;0;89.34
1705;ZINC000069487850;CC(NC(=O)[C@@H](N)CO)=C(O)O;C6H12N2O4;176.079706864;-1.2727999999999993;5;5;3;0;115.81000000000002
1706;ZINC000104271875;NC1=C(C(=O)O)C(=O)C(O)=CC1=O;C7H5NO5;183.01677226;-1.1225000000000003;5;3;1;1;117.69000000000003
1707;ZINC000224161914;O=C(O)[C@]1(O)COC[C@H]1O;C5H8O5;148.03717335599998;-1.8068000000000004;4;3;1;1;86.99000000000001
1708;ZINC000306809466;CO[C@H]1[C@H](O)[C@H](O)O[C@H](CO)[C@@H]1O;C7H14O6;194.079038168;-2.567299999999999;6;4;2;1;99.38000000000001
1709;ZINC000003830887;N[C@@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O;C6H13NO5;179.079372516;-3.2549999999999994;6;5;1;1;116.17000000000002
1710;ZINC000004095907;N[C@@H](COS(=O)(=O)O)C(=O)O;C3H7NO6S;184.999407944;-1.7822999999999993;5;3;4;0;126.92
1711;ZINC000004095906;O=C1C[C@H](O)[C@@H](CO)O1;C5H8O4;132.042258736;-1.3449;4;2;1;1;66.76
1712;ZINC000143752564;C[C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]1N;C7H15NO4;177.10010796;-2.184899999999999;5;4;1;1;95.94
1713;ZINC000012495998;C[C@@](O)(CO)C(=O)O;C4H8O4;120.04225873600001;-1.1857;3;3;2;0;77.76
1714;ZINC000308078449;O=C(O)[C@H](O)[C@H](O)[C@@H](F)[C@H](O)CO;C6H11FO6;198.053966292;-2.5159000000000007;5;5;5;0;118.22000000000001
1715;ZINC000005411207;N[C@@H](CNC(=O)NO)C(=O)O;C4H9N3O4;163.059305768;-1.9132999999999996;4;5;3;0;124.67999999999999
1716;ZINC000005502118;NC(=O)NOC[C@H](N)C(=O)O;C4H9N3O4;163.059305768;-2.0017999999999994;4;4;4;0;127.67
1717;ZINC000069488928;OC[C@@H](O)[C@H](O)C(O)=C(O)O;C5H10O6;166.04773804;-1.456399999999999;6;6;3;0;121.38000000000001
1718;ZINC000013352121;N[C@@H](C(=O)O)[C@H](O)CF;C4H8FNO3;137.048821336;-1.2713;3;3;3;0;83.55000000000001
1719;ZINC000104885777;C[C@@H](O)C(=O)CC(=O)C(=O)O;C6H8O5;160.037173356;-1.0199000000000003;4;2;4;0;91.67
1720;ZINC000003869785;O=C(O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO;C6H12O7;196.058302724;-3.4931000000000005;6;6;5;0;138.45000000000002
1721;ZINC000085562082;NC[C@@](O)(C(=O)O)[C@@H]1CNC(N)=N1;C6H12N4O3;188.090940244;-2.9526999999999983;6;5;3;1;133.95999999999998
1722;ZINC000100003971;N[C@H]([C@H](O)C=O)[C@H](O)[C@H](O)CO;C6H13NO5;179.079372516;-3.4123999999999994;6;5;5;0;124.01
1723;ZINC000014884986;N[C@]1(CO)OC[C@@H](CO)[C@@H]1O;C6H13NO4;163.084457896;-2.3666999999999994;5;4;2;1;95.94000000000001
1724;ZINC000238757000;OC[C@@]12OC[C@@H](O1)[C@H](O)[C@H]2O;C6H10O5;162.05282342;-2.1741999999999995;5;3;1;2;79.15
1725;ZINC000018188714;CN(C=O)c1c(N)nc(N)[nH]c1=O;C6H9N5O2;183.075624528;-1.4730999999999996;5;3;2;1;118.1
1726;ZINC000039118034;NC(=O)C1(N)CC1;C4H8N2O;100.063662876;-1.0370000000000004;2;2;1;1;69.11
1727;ZINC000013353794;CC(=O)NC1=CC(=O)[C@@H]2O[C@@H]2C1=O;C8H7NO4;181.037507704;-1.0744000000000002;4;1;1;2;75.77000000000001
1728;ZINC000004028701;O=C(O)C[C@@]1(C(=O)O)O[C@H]1C(=O)O;C6H6O7;190.01135253200002;-1.2320999999999995;4;3;4;1;124.42999999999999
1729;ZINC000013529033;Nc1nc(=O)[nH]c(=O)[nH]1;C3H4N4O2;128.033425368;-1.9596000000000005;4;3;0;1;104.63
1730;ZINC000018044205;COC1[C@@H](O)[C@@H](O)C(O)[C@@H](O)[C@@H]1O;C7H14O6;194.079038168;-3.1805;6;5;1;1;110.38000000000001
1731;ZINC000001575549;C[C@H](N)C(=O)N[C@@H](CO)C(=O)O;C6H12N2O4;176.079706864;-2.104699999999999;4;4;4;0;112.65000000000002
1732;ZINC000069488888;C[C@@H](O)[C@@H](O)[C@@H](O)C(O)=C(O)O;C6H12O6;180.063388104;-1.0678999999999998;6;6;3;0;121.38000000000001
1733;ZINC000225990178;CC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O;C7H14O5;178.084123548;-1.8037000000000005;5;4;1;1;90.15
1734;ZINC000257405463;C[C@@H]1O[C@H](O)[C@H](O)[C@H](N(C)C)[C@H]1O;C8H17NO4;191.115758024;-1.6244999999999994;5;3;1;1;73.16
1735;ZINC000254044061;COC(=O)[C@H]1C[C@H](O)[C@@H](O)[C@H](O)C1;C8H14O5;190.084123548;-1.3479000000000008;5;3;1;1;86.99000000000001
1736;ZINC000257441357;CO[C@@H]1[C@@H](O)OC[C@@H](OC)[C@@H]1O;C7H14O5;178.084123548;-1.2741000000000005;5;2;2;1;68.15
1737;ZINC000014854293;OC[C@]1(O)CO[C@H](O)[C@@H]1O;C5H10O5;150.05282342;-2.5806999999999998;5;4;1;1;90.15
1738;ZINC000006761039;O=C1C[C@H](O)[C@H](CO)O1;C5H8O4;132.042258736;-1.3449;4;2;1;1;66.76
1739;ZINC000003830966;O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@H](O)CO[C@@H]12;C6H9NO6;191.042987008;-1.2782000000000002;6;1;2;2;91.06000000000002
1740;ZINC000038672118;C[C@H](O)[C@]12O[C@H]1OC(CO)=CC2=O;C8H10O5;186.05282342;-1.0622;5;2;2;2;79.28999999999999
1741;ZINC000261361990;OC[C@@H]1O[C@H](F)[C@H](O)[C@@H](O)[C@H]1O;C6H11FO5;182.059051672;-2.2441999999999998;5;4;1;1;90.15
1742;ZINC000238213412;CC1=C(O)[C@H](O)[C@@H](O)[C@@H](O)C1=O;C7H10O5;174.05282342;-1.5162000000000002;5;4;0;1;97.99000000000001
1743;ZINC000257504193;CO[C@@H]1[C@H](C)O[C@H](O)[C@@H](O)[C@@H]1O;C7H14O5;178.084123548;-1.5397000000000005;5;3;1;1;79.15
1744;ZINC000005374240;O=C1N[C@H](CO)C(=O)N2CCC[C@@H]12;C8H12N2O3;184.084792244;-1.5318999999999994;3;2;1;2;69.64
1745;ZINC000013519593;CN[C@H](C=O)[C@H](O)[C@@H](O)[C@@H](O)CO;C7H15NO5;193.09502258;-3.1516999999999995;6;5;6;0;110.02000000000001
1746;ZINC000026831799;OC[C@@H]1S[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O;C6H12O5S;196.040544484;-2.504800000000001;6;5;1;1;101.15
1747;ZINC000100962941;O[C@H]1COC[C@@H](O)[C@@H]1O;C5H10O4;134.0579088;-1.9007;4;3;0;1;69.92
1748;ZINC000257771901;C[S@](=O)[C@@H]1[C@H](N)[C@H](O)[C@H](O)[C@H]1O;C6H13NO4S;195.056528896;-2.842899999999999;5;4;1;1;103.78000000000002
1749;ZINC000024779397;NC(=O)NC1=NC(=O)NC1=O;C4H4N4O3;156.028339988;-1.6969999999999996;3;3;0;1;113.65
1750;ZINC000008780972;O=C(O)C=CC(=O)NCC(=O)O;C6H7NO5;173.032422324;-1.1720000000000004;3;3;4;0;103.7
1751;ZINC000000895050;OC[C@@H]1O[C@H](O)[C@@H](O)[C@H]1O;C5H10O5;150.05282342;-2.5823000000000005;5;4;1;1;90.15
1752;ZINC000000895989;C[C@](O)(C[C@H](N)C(=O)O)C(=O)O;C6H11NO5;177.063722452;-1.3759999999999994;4;4;4;0;120.85000000000001
1753;ZINC000001609469;NC(CO)CO;C3H9NO2;91.063328528;-1.7017;3;3;2;0;66.48
1754;ZINC000001587260;O=C(O)CNC(CO)(CO)CO;C6H13NO5;179.079372516;-2.623699999999999;5;5;6;0;110.02000000000001
1755;ZINC000004097069;C[C@]1(O)OC[C@@H](O)[C@@H]1O;C5H10O4;134.0579088;-1.5531000000000004;4;3;0;1;69.92
1756;ZINC000257419390;O[C@@H]1C[C@@H](O)[C@@]2(O)CC[C@H]1N2;C7H13NO3;159.089543276;-1.4475000000000005;4;4;0;2;72.72
1757;ZINC000257405996;O[C@H]1C[C@@H]2N[C@]1(O)[C@H](O)C[C@H]2O;C7H13NO4;175.084457896;-2.4766999999999997;5;5;0;2;92.95
1758;ZINC000002046963;C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO;C6H14O5;166.084123548;-2.5578000000000007;5;5;4;0;101.15
1759;ZINC000000895170;OC[C@]1(O)OC[C@H](O)[C@@H]1O;C5H10O5;150.05282342;-2.5806999999999998;5;4;1;1;90.15
1760;ZINC000005663140;CC(=O)N[C@@H]1CON(C(C)=O)C1=O;C7H10N2O4;186.0640568;-1.1886000000000005;4;1;1;1;75.71000000000001
1761;ZINC000001605652;C[C@@H](O)[C@H](NC(=O)CN)C(=O)O;C6H12N2O4;176.079706864;-2.1046999999999993;4;4;4;0;112.64999999999999
1762;ZINC000002039486;O=C(O)[C@@](O)(CO)C[C@H](O)CO;C6H12O6;180.06338810399998;-2.4622999999999995;5;5;5;0;118.22000000000001
1763;ZINC000003197261;CC(=O)c1c(O)n(C)c(=O)n(C)c1=O;C8H10N2O4;198.0640568;-1.0078;6;1;1;1;81.29999999999998
1764;ZINC000008551407;C[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(=O)O;C6H12O6;180.063388104;-2.465500000000001;5;5;4;0;118.22000000000001
1765;ZINC000003870023;N[C@H](CC=O)C(=O)O;C4H7NO3;117.042593084;-1.0127000000000002;3;2;3;0;80.39
1766;ZINC000005273809;O=C(O)C1=C[C@H](O)[C@H](O)[C@@H](O)C1;C7H10O5;174.05282342;-1.5162000000000004;4;4;1;1;97.99000000000001
1767;ZINC000014717322;N=C1N[C@H](C(=O)O)[C@H]([C@@H](O)CN)N1;C6H12N4O3;188.090940244;-2.744629999999999;4;6;3;1;131.46
1768;ZINC000245189278;OB(O)O;H3BO3;62.017524355999996;-2.0518;3;3;0;0;60.69
1769;ZINC000100191781;NC1=NC(=O)C(=O)[C@H](N)N1;C4H6N4O2;142.049075432;-2.7152000000000003;5;3;0;1;110.57
1770;ZINC000000518398;O=C(O)Cn1ccc(=O)[nH]c1=O;C6H6N2O4;170.032756672;-1.3788;4;2;2;1;92.16
1771;ZINC000307419206;O[C@@H]1[C@@H]2O[C@H]3[C@@H](CO[C@H]13)O2;C6H8O4;144.042258736;-1.1302000000000003;4;1;0;3;47.92
1772;ZINC000004095708;C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O;C6H12O6;180.063388104;-2.465500000000001;5;5;4;0;118.22000000000001
1773;ZINC000100465247;O=C(O)C(=O)[C@H](O)[C@@H](O)[C@H](O)CO;C6H10O7;194.04265266;-3.284900000000001;6;5;5;0;135.29
1774;ZINC000013351079;NC[C@@H](O)[C@@H](O)C(=O)O;C4H9NO4;135.053157768;-2.2485000000000004;4;4;3;0;103.78000000000002
1775;ZINC000013310978;CN1C(=O)N[C@H](NC(N)=O)C1=O;C5H8N4O3;172.059640116;-1.8376000000000001;3;3;1;1;104.53
1776;ZINC000000895218;N[C@H](CC(=O)O)C(=O)O;C4H7NO4;133.037507704;-1.127;3;3;3;0;100.62000000000002
1777;ZINC000013352695;C[C@@H](O)[C@H](NC=O)C(=O)O;C5H9NO4;147.053157768;-1.4335999999999995;3;3;4;0;86.63000000000001
1778;ZINC000014961519;COC(=O)C[C@H](O)[C@@H](O)[C@@H](O)CO;C7H14O6;194.079038168;-2.3755;6;4;5;0;107.22000000000001
1779;ZINC000307523031;NC(=S)[C@@H]1OC[C@H](O)[C@@H](O)[C@H]1O;C6H11NO4S;193.040878832;-2.246;5;4;1;1;95.94000000000001
1780;ZINC000013542496;C[C@H](O)[C@@H](O)[C@@H](O)CO;C5H12O4;136.073558864;-1.9187000000000003;4;4;3;0;80.92
1781;ZINC000005719572;CN(C)S(N)(=O)=O;C2H8N2O2S;124.030648496;-1.2484999999999997;2;1;1;0;63.4
1782;ZINC000014491736;O=C(O)[C@](O)(CO)[C@H](O)[C@@H](O)CO;C6H12O7;196.058302724;-3.4915;6;6;5;0;138.45000000000002
1783;ZINC000100627703;C[C@@H](O)C(=O)CO;C4H8O3;104.047344116;-1.0714000000000001;3;2;2;0;57.53
1784;ZINC000306375740;OC[C@@H]1O[C@@H](n2cncn2)C[C@@H]1O;C7H11N3O3;185.080041212;-1.0812000000000002;6;2;2;2;80.4
1785;ZINC000002531049;O=C[C@@H](O)[C@@H](O)[C@@H](O)CO;C5H10O5;150.05282342;-2.7397000000000005;5;4;4;0;97.99000000000001
1786;ZINC000136661998;OC[C@@H](O)[C@@H](O)c1cnc[nH]1;C6H10N2O3;158.06914218;-1.2037000000000002;4;4;3;1;89.37
1787;ZINC000033952783;CC1(O)[C@H](O)[C@H](O)C(O)[C@@H](O)[C@H]1O;C7H14O6;194.079038168;-3.444500000000001;6;6;0;1;121.38000000000001
1788;ZINC000306383365;CN1[C@@H](CO)[C@H](O)C[C@@H](O)[C@H]1CO;C8H17NO4;191.115758024;-2.2344999999999993;5;4;2;1;84.16000000000001
1789;ZINC000013548408;O=C1N[C@H](O)CNc2nc[nH]c21;C6H8N4O2;168.064725496;-1.1166000000000005;4;4;0;2;90.03999999999999
1790;ZINC000001695855;C[C@@H](O)[C@H](O)C(=O)O;C4H8O4;120.04225873600001;-1.1873000000000002;3;3;2;0;77.76
1791;ZINC000004095492;O=C(O)[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O;C6H10O7;194.04265266;-3.1275;6;5;2;1;127.45000000000002
1792;ZINC000003606178;OC[C@@H]1O[C@H](O)C[C@@H](O)[C@H]1O;C6H12O5;164.068473484;-2.1922;5;4;1;1;90.15
1793;ZINC000247663721;N[C@@H]1C[C@](O)(CO)[C@H](O)[C@@H](O)[C@H]1O;C7H15NO5;193.09502258;-3.4765;6;6;1;1;127.17000000000002
1794;ZINC000014438802;O=C1O[C@H]([C@@H](O)CO)C(=O)[C@@H]1O;C6H8O6;176.032087976;-2.8049999999999993;6;3;2;1;104.06000000000002
1795;ZINC000001530210;N[C@@H](C(=O)O)C(=O)CCC(=O)O;C6H9NO5;175.048072388;-1.1678000000000006;4;3;5;0;117.69000000000001
1796;ZINC000002010556;N[C@H](CC(=O)NO)C(=O)O;C4H8N2O4;148.048406736;-1.7062;4;4;3;0;112.65000000000002
1797;ZINC000002526475;OC1[C@@H](O)CNC[C@H]1O;C5H11NO3;133.073893212;-2.3276999999999988;4;4;0;1;72.72
1798;ZINC000154447220;O[C@@H]1[C@H](O)C[C@@H]2N[C@@H]1C[C@H]2O;C7H13NO3;159.089543276;-1.7967;4;4;0;2;72.72
1799;ZINC000014591195;C=C(CO)[C@@H](O)CO;C5H10O3;118.06299418;-1.1119;3;3;3;0;60.69
1800;ZINC000069486939;C[C@@H](O)C(NC(=O)CN)=C(O)O;C6H12N2O4;176.079706864;-1.2727999999999993;5;5;3;0;115.81
1801;ZINC000012502660;O=C(O)[C@H](O)C[C@@H](O)[C@H](O)CO;C6H12O6;180.06338810399998;-2.4639;5;5;5;0;118.22000000000001
1802;ZINC000013548498;O=C(O)[C@H](O)C(=O)[C@@H](O)[C@@H](O)CO;C6H10O7;194.04265266;-3.2849;6;5;5;0;135.29
1803;ZINC000145891371;C[C@H](O)[C@@H](O)[C@H](O)C(=O)O;C5H10O5;150.05282342;-1.8264000000000005;4;4;3;0;97.99
1804;ZINC000014806370;OC[C@@H]1[C@H](O)[C@H](O)[C@H]2[C@@H](O)CCN12;C8H15NO4;189.10010796;-2.4821;5;4;1;2;84.16
1805;ZINC000118686715;CC(=O)OC[C@H](O)[C@@H](O)[C@H](O)CO;C7H14O6;194.079038168;-2.3755;6;4;5;0;107.22000000000001
1806;ZINC000003869223;OC[C@@H]1O[C@H](O)C[C@@H](O)[C@@H]1O;C6H12O5;164.068473484;-2.1922;5;4;1;1;90.15
1807;ZINC000001464311;NC(=O)NCC(=O)O;C3H6N2O3;118.037842052;-1.2607;2;3;2;0;92.42
1808;ZINC000001607276;NC(=O)[C@H](N)CC(=O)O;C4H8N2O3;132.053492116;-1.7263000000000002;3;3;3;0;106.41000000000001
1809;ZINC000147153229;NC(N)=NCC[C@@H](O)[C@@H](N)C(=O)O;C6H14N4O3;190.106590308;-2.5772999999999984;4;5;5;0;147.95
1810;ZINC000100299188;O=C[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(=O)O;C6H10O7;194.04265266000002;-3.2865000000000006;6;5;5;0;135.29
1811;ZINC000069480560;O=C(O)C[C@@H](O)[C@H](O)[C@H](O)C(=O)O;C6H10O7;194.04265266000002;-2.3716000000000004;5;5;5;0;135.29
1812;ZINC000002547777;OC[C@@H]1O[C@H](O)[C@](O)(CO)[C@H]1O;C6H12O6;180.063388104;-3.219799999999999;6;5;2;1;110.38000000000001
1813;ZINC000013283580;N[C@H](C(=O)O)[C@H](O)c1c[nH]cn1;C6H9N3O3;171.064391148;-1.145;4;4;3;1;112.23
1814;ZINC000013552282;C[C@@H]1O[C@H](O)C[C@@H](O)[C@@H]1O;C6H12O4;148.073558864;-1.1646000000000003;4;3;0;1;69.92
1815;ZINC000001529842;O=C[C@@H](O)[C@@H](O)CC(=O)C(=O)O;C6H8O6;176.032087976;-2.0491;5;3;5;0;111.89999999999999
1816;ZINC000040439556;C[C@H](NC(=O)[C@@H](N)CS)C(=O)O;C6H12N2O3S;192.056863244;-1.1671999999999996;4;4;4;0;92.42
1817;ZINC000257519832;N[C@]1(CO)OC[C@@H](CO)[C@H]1O;C6H13NO4;163.084457896;-2.3666999999999994;5;4;2;1;95.94000000000001
1818;ZINC000015114120;O=C(O)[C@@H]1C[C@H](O)[C@@H](O)CN1;C6H11NO4;161.068807832;-1.8453;4;4;1;1;89.79
1819;ZINC000001605215;C[C@@H](NC(=O)CN)C(=O)O;C5H10N2O3;146.06914218;-1.4655999999999993;3;3;3;0;92.42
1820;ZINC000257405993;O[C@@H]1C[C@@H](O)[C@@]2(O)N[C@H]1C[C@H]2O;C7H13NO4;175.084457896;-2.476699999999999;5;5;0;2;92.95
1821;ZINC000100004818;O=C[C@@H](O)[C@@H](O)[C@H](O)CO;C5H10O5;150.05282342;-2.7397000000000005;5;4;4;0;97.99000000000001
1822;ZINC000013327950;CC(=O)OC[C@]1(O)C(=O)C=C[C@H]1O;C8H10O5;186.05282342;-1.2196000000000002;5;2;2;1;83.83
1823;ZINC000014491260;OC[C@@H]1NCC[C@H](O)[C@@H]1O;C6H13NO3;147.089543276;-1.937599999999999;4;4;1;1;72.72
1824;ZINC000247802064;OC[C@@]12OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H]2O;C7H12O6;192.063388104;-2.8132999999999995;6;4;1;2;99.38000000000001
1825;ZINC000004529620;O[C@@H]1COC[C@H]1O;C4H8O3;104.047344116;-1.2616;3;2;0;1;49.69
1826;ZINC000006072525;NC(=O)[C@H](O)[C@H](N)C(=O)O;C4H8N2O4;148.048406736;-2.7555000000000005;4;4;3;0;126.64
1827;ZINC000014451142;OCC[C@@H]1N[C@H](CO)[C@@H](O)[C@@H]1O;C7H15NO4;177.10010796;-2.5766999999999984;5;5;3;1;92.95
1828;ZINC000238429257;C[C@H](O)[C@](C)(O)[C@@](C)(O)C(=O)O;C7H14O5;178.084123548;-1.0462000000000002;4;4;3;0;97.99
1829;ZINC000014419527;N[C@@H](C(=O)O)[C@@H](O)[C@@H](O)C(=O)O;C5H9NO6;179.042987008;-2.7952999999999997;5;5;4;0;141.08
1830;ZINC000114158617;C[C@H]([C@H](O)CO)[C@@H](N)C(=O)O;C6H13NO4;163.084457896;-1.6123999999999992;4;4;4;0;103.78000000000002
1831;ZINC000136711475;CC(C)OC(=O)[C@H](O)[C@H](O)C(=O)O;C7H12O6;192.063388104;-1.2556000000000003;5;3;4;0;104.06000000000002
1832;ZINC000101186119;OC[C@@H]1S[C@H](O)[C@H](O)[C@H](O)[C@@H]1O;C6H12O5S;196.040544484;-2.504800000000001;6;5;1;1;101.15
1833;ZINC000238479462;C[C@H](O)[C@@](O)(C=O)[C@@H](O)C=O;C6H10O5;162.05282342;-2.1430000000000007;5;3;4;0;94.83000000000001
1834;ZINC000013327710;C[C@H](O)[C@](O)(C(=O)O)C(C)(C)O;C7H14O5;178.084123548;-1.0462000000000002;4;4;3;0;97.99000000000001
1835;ZINC000001529776;CNC(=N)NCCC[C@H](N)C(=O)O;C7H16N4O2;188.127325752;-1.0777299999999994;3;5;5;0;111.23
1836;ZINC000002047411;N=C(N)NCCC[C@H](N)C=O;C6H14N4O;158.116761068;-1.2241299999999995;3;4;5;0;104.99000000000001
1837;ZINC000028631455;CO[C@H](C=O)[C@H](O)[C@@H](O)CO;C6H12O5;164.068473484;-2.0855999999999995;5;3;5;0;86.99000000000001
1838;ZINC000035644927;N[C@@H]1OC[C@H](O)[C@H](O)[C@@H]1O;C5H11NO4;149.068807832;-2.6158999999999994;5;4;0;1;95.94000000000001
1839;ZINC000205592655;OCC[C@@H]1N[C@H](CO)[C@H](O)[C@@H]1O;C7H15NO4;177.10010796;-2.5766999999999984;5;5;3;1;92.95
1840;ZINC000221719420;OC[C@@H]1C[C@H](O)[C@H](O)[C@H](O)[C@@H]1O;C7H14O5;178.084123548;-2.5578;5;5;1;1;101.15
1841;ZINC000253793170;O=C1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O;C6H10O6;178.04773804;-3.6264000000000007;6;5;0;1;118.22000000000001
1842;ZINC000019230193;COC(=O)[C@H](N)CO;C4H9NO3;119.058243148;-1.5209999999999992;4;2;2;0;72.55
1843;ZINC000002491649;NC(=O)CC[C@H](NC(N)=O)C(=O)O;C6H11N3O4;189.074955832;-1.6265999999999998;3;4;5;0;135.51
1844;ZINC000003870036;C[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O;C6H12O5;164.068473484;-2.1938;5;4;0;1;90.15
1845;ZINC000034583076;OC[C@H](O)[C@@H]1O[C@H](O)[C@@H](O)[C@@H]1O;C6H12O6;180.063388104;-3.2214000000000005;6;5;2;1;110.38000000000001
1846;ZINC000004096161;CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O;C7H14O6;194.079038168;-2.5673;6;4;2;1;99.38000000000001
1847;ZINC000095884193;OC[C@@]12OC[C@@H](O1)[C@H](O)[C@@H](O)[C@@H]2O;C7H12O6;192.063388104;-2.8132999999999995;6;4;1;2;99.38000000000001
1848;ZINC000138576850;O=C1[C@H](O)O[C@H]([C@@H](O)CO)[C@H]1O;C6H10O6;178.04773804;-3.0132;6;4;2;1;107.22000000000001
1849;ZINC000036419709;O=C(O)[C@@H]1NC[C@H](O)[C@@H]1O;C5H9NO4;147.053157768;-2.235399999999999;4;4;1;1;89.79
1850;ZINC000307908547;CO[C@H](C=O)[C@H](O)[C@@H](O)[C@H](C)O;C7H14O5;178.084123548;-1.6970999999999996;5;3;5;0;86.99000000000001
1851;ZINC000004533814;C[C@@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)O;C7H14N2O4;190.095356928;-1.7161999999999993;4;4;4;0;112.65
1852;ZINC000005851684;O[C@@H]1[C@H](O)O[C@H]2CO[C@@H]1[C@@H]2O;C6H10O5;162.05282342;-2.1757999999999993;5;3;0;2;79.15
1853;ZINC000014885957;COC(=O)[C@H](O)[C@@H](O)[C@@H](O)CO;C6H12O6;180.063388104;-2.7656000000000005;6;4;4;0;107.22000000000001
1854;ZINC000000895081;O=C(O)CC(O)(CC(=O)O)C(=O)O;C6H8O7;192.02700259600002;-1.2484999999999995;4;4;5;0;132.13
1855;ZINC000209028356;C[C@H](O)[C@@H](C=O)NC(=O)CN;C6H12N2O3;160.084792244;-1.9903999999999984;4;3;4;0;92.42
1856;ZINC000003593481;O=C(O)C[C@@H](O)CO;C4H8O4;120.04225873600001;-1.1857;3;3;3;0;77.76
1857;ZINC000100032893;O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O;C6H12O6;180.063388104;-3.8346000000000005;6;6;0;1;121.38000000000001
1858;ZINC000014776434;O=C1[C@H](O)[C@H]2CC[C@H](C2O)[C@H]1O;C8H12O4;172.073558864;-1.3220000000000003;4;3;0;2;77.76
1859;ZINC000104872014;O=C1C[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O;C6H10O5;162.05282342;-2.5972000000000004;5;4;0;1;97.99000000000001
1860;ZINC000003954528;C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O;C6H12O5;164.068473484;-2.1938;5;4;0;1;90.15
1861;ZINC000146944175;CO[C@@H]1[C@H](O)O[C@H](CO)[C@H]1O;C6H12O5;164.068473484;-1.9282;5;3;2;1;79.15
1862;ZINC000038584231;NC(N)=NSCC[C@@H](N)C(=O)O;C5H12N4O2S;192.068096624;-1.2899999999999991;4;4;5;0;127.72000000000001
1863;ZINC000197373701;C[C@]12OC[C@@H](O)[C@@]1(O)O[B-](O)(O)O2;C5H10BO7-;193.05250663991;-2.7506999999999997;7;4;0;2;108.61000000000001
1864;ZINC000201848205;NCCCC[C@@H](NC=O)C(N)=O;C7H15N3O2;173.11642672;-1.2846999999999984;3;3;7;0;98.21000000000001
1865;ZINC000238380958;COC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O;C7H14O6;194.079038168;-2.7247000000000003;6;4;6;0;107.22
1866;ZINC000005178945;OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO;C6H14O6;182.079038168;-3.5854000000000004;6;6;5;0;121.38000000000001
1867;ZINC000001229666;O=C(O)Cn1cc(F)c(=O)[nH]c1=O;C6H5FN2O4;188.02333486;-1.2396999999999998;4;2;2;1;92.16
1868;ZINC000001529793;O=C(O)CC(=O)[C@@H](O)[C@H](O)CO;C6H10O6;178.04773804;-2.2556999999999996;5;4;5;0;115.06
1869;ZINC000008214617;NCCO;C2H7NO;61.052763844;-1.0626000000000002;2;2;1;0;46.25
1870;ZINC000013484493;NC(=O)[C@]1(O)C=C[C@@H](O)C1;C6H9NO3;143.058243148;-1.4764000000000006;3;3;1;1;83.55000000000001
1871;ZINC000005131937;NC(N)=NC[C@H](O)CC(=O)O;C5H11N3O3;161.080041212;-1.9045999999999994;3;4;4;0;121.93000000000002
1872;ZINC000005975487;OCCNCCO;C4H11NO2;105.078978592;-1.4393999999999998;3;3;4;0;52.489999999999995
1873;ZINC000001532588;O[C@@H]1[C@H](O)OC[C@@H](O)[C@H]1O;C5H10O5;150.05282342;-2.5823000000000005;5;4;0;1;90.15
1874;ZINC000113686505;N[C@@H]1[C@H](O)O[C@H](C(=O)O)[C@@H](O)[C@@H]1O;C6H11NO6;193.058637072;-3.1626999999999996;6;5;1;1;133.24
1875;ZINC000257437647;C[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1N(C)C;C8H17NO4;191.115758024;-1.6244999999999994;5;3;1;1;73.16
1876;ZINC000001492996;CN1C(=O)NC(=O)[C@@H]1O;C4H6N2O3;130.037842052;-1.5136000000000003;3;2;0;1;69.64
