zinc_id,smiles
ZINC000005829539,O=C(O)CN[C@@H](CO)C(=O)O
ZINC000156105819,COC[C@H](O)[C@H](O)[C@H](O)C(=O)CO
ZINC000100774999,O[C@H]1C[C@H]2CC[C@@H](O)[C@@]1(O)N2
ZINC000143663818,O=C[C@H](O)[C@H](O)[C@@H](O)C(=O)O
ZINC000261495746,CC(=O)[C@]1(O)OC[C@H](O)[C@H]1O
ZINC000535384816,C[C@H](O)[C@H](O)[C@H](O)[C@@H](O)C=N
ZINC000000349622,C1CNC(C2=NCCN2)=N1
ZINC000156387377,NC1=C(C(=O)O)C(=O)[C@@H]2O[C@@H]2[C@@H]1O
ZINC000100054128,O=C1OC[C@H](O)[C@H]1O
ZINC000002244313,NCCCC[C@@H](N)C(N)=O
ZINC000013352113,N[C@H](C(=O)O)[C@@H](O)CF
ZINC000101810932,CO[C@@H]1O[C@H](CO)[C@H](O)C[C@@H]1O
ZINC000015261251,N[C@H](CCC(=O)NCCO)C(=O)O
ZINC000019365649,O=C(O)CN1CCNCCNCC1
ZINC000002045313,CN(C)[C@H](CO)C(=O)O
ZINC000379233353,CO[C@@H]([C@H](O)C=O)[C@H](OC)[C@H](C)O
ZINC000105020311,N[C@H](CO)[C@H](O)[C@@H](O)[C@H](O)CO
ZINC000001532865,O=C(O)C(=O)C[C@@H](O)C(=O)O
ZINC000003830878,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
ZINC000018716550,N[C@@H]1CO[C@@H]2[C@@H](O)CO[C@@H]12
ZINC000034745163,NC(N)NCCC[C@H](N)C(=O)O
ZINC000307742371,C[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](CO)N1C
ZINC000000895467,O=C1O[C@@H]([C@@H](O)CO)[C@@H](O)[C@H]1O
ZINC000143497537,O=C1C=C(CO)[C@@H](O)O1
ZINC000003875092,N[C@@H](C(=O)O)[C@@H](O)C(=O)O
ZINC000013349508,N[C@H]1[C@H](O)[C@H](O)O[C@H]1CO
ZINC000000895457,O=C(O)[C@H]1C[C@H](O)CN1
ZINC000307743511,C[C@@H](N)CC[C@@](N)(O)C(=O)O
ZINC000015205022,CC[C@@H]1C[C@H](O)[C@@H](O)[C@@H](CO)N1
ZINC000085594711,C[C@H](O)[C@H](N)C=O
ZINC000257555759,CC[C@@H]1N[C@H](C)[C@H](O)[C@@H](O)[C@H]1O
ZINC000003869279,O=C(O)C(=O)COP(=O)(O)O
ZINC000034180010,N[C@H](C(=O)O)[C@H]1C[C@H](O)N(O)C1=O
ZINC000078286787,CO[C@]1(O)CCCC(O)(O)C1(O)O
ZINC000039205638,O=C(O)C1C[C@H](O)C(O)[C@@H](O)C1
ZINC000040829455,O=C(O)[C@@H]1NC[C@H](O)[C@@H](O)[C@H]1O
ZINC000306648218,CN[C@@H]1[C@H](CN)O[C@H](CO)[C@H]1O
ZINC000149669315,O=CN1CC[C@H](O)[C@H]1C(=O)O
ZINC000000895026,OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000003869286,O=C(O)C(=O)C[S@@](=O)O
ZINC000095635935,C[C@@H]1O[C@H](O)[C@H](O)[C@@]1(O)CO
ZINC000004538313,O=C1OC[C@@H](O)[C@@H]1O
ZINC000014419631,N=C(N)NCC[C@H](O)[C@@H](N)C(=O)O
ZINC000019329420,CN(CC(=O)O)C(N)N
ZINC000033985865,O=C(CO)C[C@H](O)CO
ZINC000085590842,O=C1O[C@H](C(=O)O)[C@@H](CO)OC1=O
ZINC000002556659,N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)O
ZINC000000895037,OC[C@@H]1O[C@](O)(CO)[C@H](O)[C@H]1O
ZINC000308078451,O=C(O)[C@H](O)[C@H](O)[C@H](F)[C@H](O)CO
ZINC000006360461,NCCOCC[C@@H](N)C(=O)O
ZINC000014824271,N=C1N[C@H]([C@H](N)C(=O)O)C[C@@H](O)N1
ZINC000205341105,OC[C@H](O)[C@H](O)c1cnc[nH]1
ZINC000001689048,Cc1n[nH]c(=O)n(C)c1=O
ZINC000001763213,OC[C@@H]1O[C@H](O)[C@H](F)[C@H](O)[C@H]1O
ZINC000002597091,O[C@@H]1CO[C@@H]2[C@H](O)CO[C@H]12
ZINC000003861035,O=c1c(O)c(O)c(=O)c(=O)c1=O
ZINC000018105434,CN1C(=O)N(C)[C@H]2NC(=O)N[C@H]21
ZINC000153687147,C[C@@H]1O[C@H]2OC(=O)[C@@]1(O)[C@@H]2O
ZINC000018284087,COC(=O)[C@@H](O)[C@@H](O)C(=O)OC
ZINC000004654356,Nc1nc(=O)[nH]c2[nH]nc(O)c12
ZINC000013369276,O=C1[C@H](P(=O)(O)O)C[C@@H](O)N1O
ZINC000004095493,O=C(O)[C@H]1O[C@@](O)(CO)[C@@H](O)[C@@H]1O
ZINC000034602212,O=C(O)[C@@H]1C[C@@H](O)[C@@H](CO)N1
ZINC000100073149,O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000100029328,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O
ZINC000100009383,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
ZINC000001564966,O=C(O)[C@@H](O)C(O)[C@H](O)C(=O)O
ZINC000005112856,N[C@H](C(=O)O)[C@@H](CC=O)C(=O)NO
ZINC000257438269,OC[C@@H]1[C@H](O)CN2CC[C@H](O)[C@H]12
ZINC000100772443,CC(=O)[C@]1(O)OC[C@H](O)[C@@H]1O
ZINC000001532647,O=C1O[C@@H]([C@H](O)CO)C(=O)C1=O
ZINC000001555576,COC(=O)[C@H](O)[C@@H](O)C(=O)OC
ZINC000002019886,CC(=O)N[C@@H](CCC(N)=O)C(=O)O
ZINC000100762852,CO[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000257429723,CN[C@@H]1[C@H](C)O[C@H](O)[C@H](O)[C@]1(C)O
ZINC000306691367,N[C@@H]1CO[C@H]2[C@H]1OC[C@H]2O
ZINC000013541290,C[C@@H](NC(=O)[C@H](N)CO)C(=O)O
ZINC000005373106,CC(=O)N[C@@H]1C[C@H](O)O[C@@H](C)[C@@H]1O
ZINC000257388959,O[C@H]1C[C@@H]2N[C@](O)(C[C@H]2O)[C@H]1O
ZINC000003870709,OC[C@@H]1N[C@H](CO)[C@@H](O)[C@@H]1O
ZINC000080456155,N=C(N)NC[C@@H](N)C=O
ZINC000238735549,OC1(C2(O)NN2)NN1
ZINC000307643794,O[C@H]1CC[C@H]2NC[C@@H](O)[C@@H](O)[C@H]12
ZINC000000895180,O=C(O)C[C@@H](C(=O)O)[C@@H](O)C(=O)O
ZINC000000897751,Nc1nc(N)nc(N)n1
ZINC000238732910,CO[C@H]([C@H](C)O)[C@H](OC)[C@@H](O)C=O
ZINC000006481082,CN1C[C@H](O)[C@H](O)[C@@H](O)[C@@H]1CO
ZINC000002251999,O=C1N[C@H]2NC(=O)N(CCO)[C@@H]2N1
ZINC000535384781,N=C[C@H](O)[C@@H](O)CO
ZINC000013346556,N[C@H](CC[C@]1(O)CNC1=O)C(=O)O
ZINC000069488523,N=CN[C@H](CO)C(=O)O
ZINC000014455109,O=C(O)C[C@@](O)(CO)C(=O)O
ZINC000257542176,C[C@H](O)C[C@@H]1N[C@H](CO)[C@H](O)[C@@H]1O
ZINC000038803696,NN[C@H]1C=NC(=O)NC1=O
ZINC000196194447,O=C[C@](O)(CO)[C@H](O)[C@@H](O)CO
ZINC000100006629,O=C(CO)[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000001532556,NC(=O)C[C@H](N)C(=O)O
ZINC000013353496,C[C@](O)(C[C@@H](N)C(=O)O)C(=O)O
ZINC000001631031,NC(=O)[C@@H](O)[C@@H](O)CO
ZINC000257502657,C[C@@H]1O[C@H](O)[C@H](O)[C@@H](N)[C@@H]1O
ZINC000040456290,NC(=O)C[C@@H](NC=O)C(=O)O
ZINC000002566038,O=C1NC(=O)[C@@H](O)N1
ZINC000105574182,O=C1C=C(CO)[C@H](O)[C@H](O)[C@@H]1O
ZINC000257422864,C[C@H](O)[C@@H]1N[C@H](CO)[C@H](O)[C@@H]1O
ZINC000001483569,N=C1NCCN1CC(=O)O
ZINC000071758467,O=C[C@H](O)[C@H](O)[C@H](O)CC(=O)O
ZINC000941195494,O=C1[C@@H](O)[C@H](O)[C@@H](O)C(=O)[C@@H]1O
ZINC000095617999,CC(=O)[C@]1(O)OC[C@@H](O)[C@@H]1O
ZINC000000895513,O=C[C@@H](O)C(=O)O
ZINC000003873029,N[C@H](CP(=O)(O)O)C(=O)O
ZINC000224407248,O=C1C[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
ZINC000005177750,NC(=O)C(N)=O
ZINC000000399529,Nc1nc(=O)[nH]cc1CO
ZINC000000895208,OC[C@H](O)C(O)[C@@H](O)CO
ZINC000001719891,NC[C@H](O)CC[C@@H](N)C(=O)O
ZINC000135680806,CC(=O)NC1=CC(=O)[C@H]2O[C@H]2C1=O
ZINC000013435244,CO[C@H]([C@H](O)C=O)[C@H](O)[C@@H](C)O
ZINC000013435605,CO[C@@H]1C[C@H](O)O[C@H](CO)[C@@H]1O
ZINC000013542495,C[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000003982716,N[C@H](C(=O)O)[C@H](O)[C@H](O)C(=O)O
ZINC000085590836,O=C1O[C@H](CO)[C@H](C(=O)O)OC1=O
ZINC000004096038,N=C(NCC(=O)O)NP(=O)(O)O
ZINC000015261241,NC(=O)CC[C@@H](NC(N)=O)C(N)=O
ZINC000094437875,N=C(O)[C@H](N)CO
ZINC000005192324,NC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000016891331,Nc1nc(=O)c(O)c(N)[nH]1
ZINC000005131834,N[C@@H](C(=O)O)[C@@H](O)CCl
ZINC000713356209,O=C1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O
ZINC000018117409,O=C1C=C[C@@H](O)C[C@H](O)CN1
ZINC000013387633,O=C(O)[C@H]1C[S@@](=O)CCN1
ZINC000004096018,CSC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O
ZINC000111467628,C[C@H](O)[C@H](O)[C@H](N)[C@H](O)C=O
ZINC000004521538,O[C@@H]1CO[C@@H](O)CO1
ZINC000044608225,NC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000256068728,CN1C[C@H](O)[C@H](O)C[C@H]1C(=O)O
ZINC000014585674,COC(=O)[C@H](O)CC(=O)O
ZINC000014717358,C[C@@H]1O[C@H](O)[C@@H](O)[C@@]1(O)C=O
ZINC000261527174,N[C@@H](C[SH]=O)C(=O)O
ZINC000034226201,O=C1C[C@H](O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000014453728,NC(=O)[C@H](O)C[C@H](N)C(=O)O
ZINC000001532558,O=C(O)C(=O)CO
ZINC000154447027,OC1[C@H](O)[C@H]2CC[C@@H](N2)[C@H]1O
ZINC000308060884,COC[C@H](O)[C@H](O)[C@@H](O)[C@H](N)C=O
ZINC000139906371,OC[C@@H]1C[C@H](O)[C@H](O)[C@H](O)[C@H]1O
ZINC000308060886,COC[C@H](O)[C@H](O)[C@H](O)[C@@H](N)C=O
ZINC000002508230,O=C[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000040379057,O[C@H]1C[C@@H](O)[C@H](O)C[C@@H]1O
ZINC000238336057,CO[C@@H]([C@@H](O)C=O)[C@H](OC)[C@H](C)O
ZINC000001081158,OC1C2OC3OC1C(O)C(O3)C2O
ZINC000069488933,OC[C@@H](O)[C@@H](O)[C@@H](O)C(O)=C(O)O
ZINC000095617998,CC(=O)[C@@]1(O)OC[C@@H](O)[C@@H]1O
ZINC000085598557,O=C1OC[C@H]([C@H](O)C(=O)O)OC1=O
ZINC000257679201,C[C@H](O)[C@]1(O)[C@H](O)C(=O)[C@H]2O[C@H]21
ZINC000034924608,COC(=O)[C@@H](N)[C@H](C)O
ZINC000004692161,N[C@H](CO)[C@H](O)[C@H](O)[C@H](O)CO
ZINC000005134858,NC1=NC[C@H](CC(=O)O)N1
ZINC000096095526,O=C[C@@H](O)CS(=O)(=O)O
ZINC000202852800,COC[C@H](O)[C@@H]1O[C@H](O)[C@H](O)[C@H]1O
ZINC000000001447,Cn1c(=O)c2ncnnc2n(C)c1=O
ZINC000166503068,O=C1C=C(CO)[C@H](O)[C@H]2O[C@H]12
ZINC000013353960,N[C@H](CC(=O)O)[C@H](O)C(=O)O
ZINC000096095527,O=C[C@H](O)CS(=O)(=O)O
ZINC000238742017,CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000238188000,CC(C)(O)[C@@](O)(CO)C[C@H](O)CO
ZINC000111485831,O=C1C=C(CO)C(=O)[C@H]2O[C@H]12
ZINC000006119077,N[C@@H](Cn1ccc(=O)o1)C(=O)O
ZINC000306268428,CO[C@@H]1O[C@H](CO)[C@H](O)[C@@]1(O)CO
ZINC000044169837,CO[C@@H]1O[C@H](C)[C@H](O)[C@@H](O)[C@H]1O
ZINC000002575046,O=C[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000100073273,CC(=O)C(=O)[C@@H](O)CO
ZINC000257614990,C[C@@H]1O[C@H](O)[C@H](N)C[C@H]1N
ZINC000307184731,COC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000004097510,N[C@H](C(=O)O)[C@@H]1CC(=O)NO1
ZINC000002386939,CC1=N[C@@H](C(=O)O)[C@H](O)CN1
ZINC000004544929,OC[C@@H]1OC=C[C@@H](O)[C@@H]1O
ZINC000015114118,O=C(O)[C@@H]1C[C@H](O)[C@H](O)CN1
ZINC000062592367,O=C1C[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O
ZINC000085590839,O=C1O[C@@H](CO)[C@H](C(=O)O)OC1=O
ZINC000100389564,O=C[C@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O
ZINC000001060535,NNC(=O)CC(=O)NN
ZINC000015219437,CO[C@H]1O[C@@H](OC)[C@@H](O)[C@]1(O)CO
ZINC000011616411,O=C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(=O)O
ZINC000001678871,NCC(=O)NCC(=O)NCC(=O)O
ZINC000004097543,O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000100247800,O=C(O)[C@H](O)[C@H](O)[C@@H](O)C(=O)CO
ZINC000069488858,C[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)C(=O)O
ZINC000005998358,CO[C@]1(CO)OC[C@@H](O)[C@@H]1O
ZINC000006072528,O=C(O)[C@@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O
ZINC000014451114,N[C@H](C[S@](=O)CCO)C(=O)O
ZINC000003870708,OC[C@@H]1N[C@H](CO)[C@H](O)[C@@H]1O
ZINC000069488902,C[C@H](O)[C@@H](O)[C@H](O)C(O)=C(O)O
ZINC000034179707,C[C@@H]1N[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O
ZINC000257760397,C[C@@H]1N[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O
ZINC000034294486,NC(=O)C[C@@H](N)C(=O)NCC(=O)O
ZINC000002186603,C=CCNC(=O)c1cc(=O)[nH]c(=O)[nH]1
ZINC000094437740,N=C(O)N[C@@H](O)C(=O)O
ZINC000238349509,COC(=O)[C@@H]1C[C@H](O)[C@@H](O)CN1C
ZINC000001618046,OC[C@@H]1NC[C@H](O)[C@H](O)[C@@H]1O
ZINC000100019304,O=C1C(O)=C(O)O[C@@H]1[C@@H](O)CO
ZINC000005157274,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O
ZINC000086052541,CO[C@H]1[C@@H](O)OC[C@@H](O)[C@H]1OC
ZINC000103551447,N[C@H]1C[C@@H](N)[C@@H](O)[C@H](O)[C@@H]1O
ZINC000001694565,OCC[C@H](O)[C@@H](O)CO
ZINC000006483304,CO[C@@H]1[C@H](O)OC[C@@H](O)[C@H]1O
ZINC000100388196,C[C@@H](O)[C@H](N)C(=O)NC=C(O)O
ZINC000000391843,OCC(CO)(CO)CO
ZINC000013349802,N[C@H]1CCCNC(=O)CNC1=O
ZINC000257584852,C[C@@H]1O[C@H](O)[C@H](O)[C@](C)(O)[C@@H]1O
ZINC000100053153,O[C@H]1[C@H]2CC[C@@](O)(N2)[C@@H](O)[C@@H]1O
ZINC000253793174,O=C1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000211911503,O=C1NCC[C@@H](O)[C@H]1O
ZINC000000895032,N[C@@H](CC(=O)O)C(=O)O
ZINC000198974340,O=C(O)C[C@]1(O)CC(=O)OOC1=O
ZINC000238552381,CC1=C([C@H](O)CO)C(=O)NC1=O
ZINC000001529399,O=C1OC[C@H](O)[C@@H](O)[C@@H]1O
ZINC000004899852,NCC(=O)N[C@@H](CS)C(=O)O
ZINC000013429727,O=C1C(=O)C(=O)C(=O)C1=O
ZINC000238711434,O=C1[C@H](CO)CC[C@H]1[C@@H](O)CO
ZINC000069480558,O=C(O)[C@@H](O)[C@@H](O)C[C@@H](O)C(=O)O
ZINC000039017382,C[C@@H]1C[C@H](O)[C@H](O)[C@H](O)C1=O
ZINC000018284778,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12
ZINC000005502227,OC[C@@H]1N[C@H](CO)[C@@H](O)[C@H]1O
ZINC000005187769,O=C1CC(=O)NC(O)=N1
ZINC000001605653,C[C@H](O)[C@@H](NC(=O)CN)C(=O)O
ZINC000001604587,NNC(=O)c1cccnc1C(=O)NN
ZINC000307037579,N[C@@H]1C(=O)N[C@@H](C(=O)O)CC[C@H]1O
ZINC000005132035,O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO
ZINC000202244429,O=C1O[C@@H](C(=O)O)[C@@H](O)[C@@H]1O
ZINC000105325616,OC[C@@H]1OCO[C@H](CO)[C@H](O)[C@H]1O
ZINC000018043251,Cn1c(=O)c2[nH]cnc2n(C)c1=O
ZINC000150338756,N[C@@H](C[SH](=O)=O)C(=O)O
ZINC000004760164,CC(=O)N[C@@H](C(=O)O)[C@H](C)O
ZINC000000895301,O=C(O)[C@H](O)[C@@H](O)C(=O)O
ZINC000013438170,NCC[C@H](O)[C@@H](N)C(=O)O
ZINC000028630759,O=C[C@H](O)[C@H](O)[C@@H](O)[C@H](S)CO
ZINC000257471578,C[C@@H]1O[C@H](O)[C@H](N)[C@H](O)[C@@H]1N
ZINC000004095659,OC[C@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000044608348,C[C@@H]1O[C@H](O)[C@@H](O)C[C@H]1O
ZINC000257507108,CC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000003978754,COC1[C@H](O)[C@H](O)C(O)[C@@H](O)[C@H]1O
ZINC000085562086,NC[C@](O)(C(=O)O)[C@H]1CNC(N)=N1
ZINC000306629487,OC[C@@H]1N[C@H](CO)[C@H](O)C[C@H]1O
ZINC000002470254,NC(=O)CC[C@@H](NC=O)C(=O)O
ZINC000144639451,C[C@@H](O)[C@H](N)P(=O)(O)O
ZINC000248083650,CN[C@@H]1[C@H](O)[C@@H](O)OC[C@]1(C)O
ZINC000306600781,O[C@H]1C=C[C@@H](O)[C@H]2O[C@@]12C#C[C@H]1CO1
ZINC000255962222,OC[C@@H]1[C@H](O)[C@H](O)[C@@H]2[C@@H](O)CCN21
ZINC000001529215,O[C@H]1[C@H](O)CO[C@@H](O)[C@@H]1O
ZINC000104860945,O=C(O)[C@H]1OC(=O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000013548774,O=CC[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000003869823,O=C1C[C@](O)(C(=O)O)C[C@H](O)[C@@H]1O
ZINC000005837725,O=C(O)C[C@@H]1N=CNC1=O
ZINC000306709580,NC(=O)[C@]1(O)C[C@H](O)[C@H]2O[C@H]21
ZINC000100872034,O[C@H]1CNC[C@@H](O)[C@@H]1O
ZINC000015203136,C[C@@H](O)[C@@]12O[C@@H]1OC(CO)=CC2=O
ZINC000156386006,NC1=C(C(=O)O)C(=O)[C@@H]2O[C@H]2C1=O
ZINC000115105780,C[C@H](O)[C@@H](O)C[C@@H](O)C=O
ZINC000059065540,C[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000039147903,C[C@@H]1N[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
ZINC000238504293,C[S@](=O)CCNC(=O)[C@@H](O)CN
ZINC000013438083,NCC[C@H](O)[C@H](N)CC(=O)O
ZINC000014814630,C[C@](O)(C(=O)O)[C@@H](O)CO
ZINC000013433487,OCC[C@@H](O)C#CC#C[C@H](O)CCO
ZINC000022066445,OC[C@@H]1O[C@H](O)[C@H](O)[C@@H]1O
ZINC000104872012,O=C1C[C@H](O)[C@H](O)[C@H](O)[C@H]1O
ZINC000013353258,N[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](CO)[C@@H]1O
ZINC000001532640,OC[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000100585645,OC[C@@H]1OC=C(O)[C@H](O)[C@@H]1O
ZINC000257531764,C[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1N
ZINC000307643793,O[C@H]1CC[C@H]2NC[C@@H](O)[C@H](O)[C@H]12
ZINC000002384916,CN[C@@H](CO)C(=O)O
ZINC000014455143,O=C(O)C=C(CO)CO
ZINC000001594072,N[C@@H]1[C@H](O)OC[C@@H](O)[C@@H]1O
ZINC000033829894,OCC[C@H](O)C(O)[C@H](O)CCO
ZINC000004097541,OC[C@@]1(O)CO[C@@H](O)[C@@H]1O
ZINC000005572700,OC[C@@H]1[C@H](O)[C@H](O)[C@H]2[C@H](O)CCN12
ZINC000257422866,C[C@H](O)[C@@H]1N[C@H](CO)[C@H](O)[C@H]1O
ZINC000257375444,C[C@H](O)[C@@H]1O[C@H](O)[C@H](O)[C@H]1O
ZINC000014817634,C[C@]1(O)OC[C@H](O)[C@@H]1O
ZINC000006505173,NC(=O)[C@@H](O)[C@@H](N)C(=O)O
ZINC000306394330,COC[C@@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
ZINC000005226835,CO[C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000002151049,O=C1O[C@@H]([C@@H](O)C(=O)O)[C@@H](O)[C@@H]1O
ZINC000001532614,NC(=O)NCCC[C@H](N)C(=O)O
ZINC000100299176,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O
ZINC000306684602,OC[C@H](O)[C@@H]1C[C@@H](O)[C@@H](CO)N1
ZINC000256351731,C[C@H](O)[C@@]1(O)C=CC(=O)[C@H]1O
ZINC000008613033,C[C@]1(O)C(=O)O[C@H](CO)[C@H]1O
ZINC000006293253,NC(=S)[C@@H]1OC[C@H](O)[C@H](O)[C@@H]1O
ZINC000149632863,OC[C@]1(O)[C@@H](O)CN2CCC[C@H]21
ZINC000006760990,NC1=NCC[C@H]([C@@H](N)C(=O)O)N1
ZINC000100389703,O=C[C@@H](O)[C@@H](O)[C@@H](O)C(O)=C(O)O
ZINC000006157442,N[C@H]1[C@H](O)[C@H](CO)O[C@@H](O)[C@H]1O
ZINC000100616796,O=C(O)C(=O)[C@H](O)[C@H](O)CO
ZINC000001603749,O=S(=O)(O)C[C@@H](O)CO
ZINC000306604530,O=C(O)[C@H](O)[C@@H]1OC[C@H](O)[C@@H]1O
ZINC000013349644,CN[C@@H]1[C@H](O)CO[C@H](OC)[C@@H]1O
ZINC000019172779,O=C(O)[C@@H]1C[C@@H](O)CNN1
ZINC000001769275,O=C(O)CNCC(=O)O
ZINC000014653652,CC(=O)[C@](O)(CO)CP(=O)(O)O
ZINC000002020171,N=C(N)NCCC[C@@H](N)C(N)=O
ZINC000104872017,O=C1C[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000014814027,COC1=CC(=O)[C@H](O)[C@](C)(O)[C@@H]1O
ZINC000256016538,CO[C@@H]1O[C@H]([C@H](O)CO)[C@@H](O)[C@@H]1O
ZINC000005134830,N[C@H]1CC(=O)NC1=O
ZINC000148085444,CSC[C@H](O)[C@@H](O)[C@@H](O)C=O
ZINC000014860174,OC[C@@H]1C[C@H](O)[C@@H](O)[C@@H](CO)N1
ZINC000006031990,C[C@@](O)(CO)[C@@H](O)CO
ZINC000013552001,O=C1O[C@H]([C@@H](O)C(=O)O)[C@H](O)[C@@H]1O
ZINC000034414150,C[C@H](O)[C@@]1(O)[C@@H](O)C(C#N)=C[C@H]1O
ZINC000013438103,NC[C@@H](O)C[C@H](N)CC(=O)O
ZINC000003870119,OC[C@@H]1OC[C@H](O)[C@@H]1O
ZINC000100006772,O=C1O[C@H]([C@H](O)CO)C(O)=C1O
ZINC000069488635,NC(=O)CC(NC(N)=O)=C(O)O
ZINC000238706719,O=C1C=C(CO)[C@H](O)[C@@H]2O[C@@H]12
ZINC000257543597,C[C@H](O)[C@@]1(O)[C@H](C)O[C@H](O)C[C@H]1O
ZINC000257504190,CO[C@@H]1[C@H](C)O[C@H](O)[C@H](O)[C@H]1O
ZINC000004743703,COC(=O)C1C[C@H](O)C(O)[C@@H](O)C1
ZINC000256015753,OC[C@H](O)[C@@H]1N[C@H](CO)[C@@H](O)[C@H]1O
ZINC000044169692,CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](N)[C@@H]1O
ZINC000013375247,O=C(O)[C@@H]1N[C@H]1C(=O)O
ZINC000002384962,OC[C@@]12OC[C@@H](O1)[C@H](O)[C@H](O)[C@H]2O
ZINC000034745164,NC(N)NCCC[C@@H](N)C(=O)O
ZINC000105556412,NC(=O)C1=C(N)[C@H](O)[C@@H]2O[C@H]2C1=O
ZINC000000895590,O=C(O)[C@@H]1NCC[C@H]1O
ZINC000002559503,O=C(O)[C@@H](O)CCO
ZINC000165216979,CO[C@@H]([C@@H](O)CO)[C@@H](O)C=O
ZINC000069488479,N=CN[C@H](CC(N)=O)C(=O)O
ZINC000004552300,NC(=O)[C@H](N)Cc1c[nH]cn1
ZINC000216630560,C#C[C@H](O)C[C@H](N)C(=O)O
ZINC000014683715,Cn1cnc(=O)c2c1n(C)c(=O)n2C
ZINC000008418654,NNC(=S)NN
ZINC000038218605,O=C1[C@@H](O)[C@H]2CC[C@H](C2O)[C@@H]1O
ZINC000100006657,O=C[C@H](O)[C@@H]1OC(=O)[C@H](O)[C@H]1O
ZINC000008552145,O=C[C@@H](O)[C@H](O)[C@@H](O)CO
ZINC000143497348,O=C1C=C(CO)[C@H](O)O1
ZINC000069488482,N=CN[C@@H](CC(N)=O)C(=O)O
ZINC000014489724,OCC1=C[C@H](O)[C@@H](O)[C@@H]1O
ZINC000102206542,N[C@H]1C[C@@H](N)[C@H](O)[C@H](O)[C@@H]1O
ZINC000001850487,O=C(O)C[C@H](C(=O)O)S(=O)(=O)O
ZINC000044021013,O=C1O[C@@H]([C@H](O)C(=O)O)[C@H](O)[C@@H]1O
ZINC000013438845,N[C@H](CN[N+](=O)[O-])C(=O)O
ZINC000002575486,C[C@@H](O)C(=O)NCCO
ZINC000030725978,O=C[C@H](O)[C@H]1OC[C@@H](O)[C@@H]1O
ZINC000015265486,CN(CCS(=O)(=O)O)C(=N)N
ZINC000140705157,O[C@@H]1[C@@H]2O[C@@H]3[C@H]1OC[C@H]3O2
ZINC000013542185,N[C@H](C[C@H](O)C=O)C(=O)O
ZINC000018268580,COC1[C@@H](O)[C@H](O)C(O)[C@H](O)[C@H]1O
