zinc_id,smiles
ZINC000001694432,NC[C@@H](O)CO
ZINC000005133123,O=C1C=CC(=O)C1(O)CO
ZINC000000895470,O=CN[C@@H](CC(=O)O)C(=O)O
ZINC000004533816,C[C@@H](N)C(=O)N[C@@H](C(=O)O)[C@@H](C)O
ZINC000014453729,NC(=O)[C@H](O)C[C@@H](N)C(=O)O
ZINC000020205651,COCC(=O)NCC(=O)O
ZINC000022061925,N[C@@H]1OC[C@H](O)[C@@H](O)[C@@H]1O
ZINC000003869231,O=C(O)[C@H](CO)OP(=O)(O)O
ZINC000003651026,O=C(O)[C@H](O)CCO
ZINC000013347942,NC[C@]1(O)OC[C@H](O)[C@H](O)[C@@H]1O
ZINC000257414362,N[C@@H]1C[C@H](CO)[C@@H](O)C[C@H]1O
ZINC000000895055,OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O
ZINC000001532751,NC(=O)NC(=O)C(=O)O
ZINC000069488943,OC[C@H](O)[C@H](O)[C@@H](O)C(O)=C(O)O
ZINC000085550566,N[C@@H]1CO[C@@H](CC(=O)O)C[C@H]1O
ZINC000014420580,C[C@@H]1O[C@H](O)C[C@@H](N)[C@@H]1O
ZINC000000901060,O=C(O)[C@@H](O)[C@H](O)CO
ZINC000004284521,OC[C@H]1OC=C[C@@H](O)[C@H]1O
ZINC000001492232,OC[C@H]1NC[C@H](O)[C@@H]1O
ZINC000101781705,O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)O[C@H]1O
ZINC000201997144,N[C@@H]1C=C(CO)[C@H](O)[C@H](O)[C@H]1O
ZINC000002020485,O=C(O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000005134201,NC1=NCC[C@@H](C[C@H](N)C(=O)O)N1
ZINC000014454821,N=C(N)NCC[C@@H]1C[C@H](N)C(=O)O1
ZINC000095919189,O[C@@H]1[C@@H](O)[C@H](O)[C@@]23[C@@H](O)C[C@@H]2N[C@H]13
ZINC000257375677,OCC[C@@H]1N[C@H](CO)[C@@H](O)[C@H]1O
ZINC000306616463,CO[C@@H]1O[C@H](O)[C@H](CO)[C@@H]1O
ZINC000013459856,C[C@@]1(O)C(=O)OC[C@@H]1O
ZINC000004097148,O[C@H]1[C@H](O)CO[C@H]1O
ZINC000100055842,CO[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000019327956,N[C@H]1N=N[C@@H](C(=O)O)N1
ZINC000002034713,NC[C@@H](O)C(=O)O
ZINC000002560671,COC(=O)C[C@@H](N)C(=O)O
ZINC000257424750,O[C@@H]1[C@H](O)[C@@H](O)[C@@]2(O)C[C@@H](O)[C@H]1N2
ZINC000001529583,NC(CO)(CO)C(=O)O
ZINC000018141652,O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O
ZINC000307734086,CSC[C@@H]1O[C@H](O)[C@H](O)[C@H]1O
ZINC000001529795,O=C(O)CC(=O)[C@H](O)[C@H](O)CO
ZINC000307038943,O=C(O)CN1C[C@H](O)[C@@H](O)[C@H]1CO
ZINC000003788800,CN1C(=O)NC(=O)[C@H]1O
ZINC000104861747,O=C[C@H](O)[C@@H]1OC[C@@H](O)[C@H]1O
ZINC000069488897,C[C@H](O)[C@H](O)[C@@H](O)C(O)=C(O)O
ZINC000003643638,N[C@@H]([C@H](O)[C@H](O)CO)[C@@H](O)C=O
ZINC000257494905,CO[C@@H]1O[C@H](CO)[C@H](O)C[C@H]1N
ZINC000005131963,N[C@H](C(=O)O)[C@H](O)CF
ZINC000200175207,C#C[C@@H](O)C[C@@H](N)C(=O)O
ZINC000002585429,OC[C@@H]1NC[C@@H](O)[C@@H]1O
ZINC000307184732,COC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000069488737,NC(=O)CC(NC=O)=C(O)O
ZINC000059065156,O=C[C@]1(O)OC[C@H](O)[C@H](O)[C@@H]1O
ZINC000006072227,CN(C=O)c1c(N)n(C)c(=O)[nH]c1=O
ZINC000008579614,O=C(O)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
ZINC000000001169,O=C(O)[C@@H]1/C(=C/CO)O[C@@H]2CC(=O)N12
ZINC000100806182,OC[C@@H]1N[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O
ZINC000013327637,O=C1C=C[C@@H](O)C[C@]1(O)CCO
ZINC000069488855,C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O
ZINC000013350656,CO[C@H]1[C@@H](O)[C@@H](N)[C@@H](C)O[C@H]1O
ZINC000101132655,NC[C@@H]1O[C@H](O)[C@H](N)[C@H](O)[C@@H]1O
ZINC000005112434,C#C[C@@H](O)[C@H](N)C(=O)O
ZINC000013551887,C[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O
ZINC000033829895,OCC[C@@H](O)C(O)[C@H](O)CCO
ZINC000104867246,O=C1C[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O
ZINC000094992762,C[C@H](O)[C@H](O)[C@H](O)[C@H](N)C=O
ZINC000306394334,COC[C@@H]1O[C@](O)(CO)[C@@H](O)[C@H]1O
ZINC000005133259,O=C1CNC(=O)N1
ZINC000013352691,C[C@H](O)[C@H](NC=O)C(=O)O
ZINC000001575497,NCC(=O)N1C[C@H](O)C[C@H]1C(=O)O
ZINC000003875091,N[C@@H](C(=O)O)[C@H](O)C(=O)O
ZINC000035051192,N[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
ZINC000238756300,COC[C@H](O)[C@H](O)[C@@H](O)C(=O)CO
ZINC000034315767,CO[C@H](C=O)[C@H](OC)[C@H](O)CO
ZINC000110490692,O[C@@H]1[C@H]2OC[C@@H](O)[C@@H](O2)[C@@H]1O
ZINC000004027312,C[C@@H]1NC(=O)N[C@@H]2NC(=O)NC[C@H]12
ZINC000004097152,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000005131811,N[C@H](C(=O)O)[C@@H](O)CCl
ZINC000080456154,N=C(N)NC[C@H](N)C=O
ZINC000001532750,OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@H]1O
ZINC000149231771,CC(=O)OC[C@H](O)[C@H](O)[C@H](O)CO
ZINC000238375273,CO[C@@H](CC(=O)O)[C@@H](O)C(=O)O
ZINC000033753753,CSC[C@H](O)[C@H](O)[C@H](O)C=O
ZINC000257531765,C[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1N
ZINC000038312386,O=C1N[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O
ZINC000100008403,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
ZINC000003831028,CNC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO
ZINC000095909997,O[C@H]1[C@H](O)[C@H](O)[C@@H]2N[C@@]1(O)C[C@H]2O
ZINC000013352215,N=C(N)NCC[C@H](O)[C@H](N)C(=O)O
ZINC000004214744,N[C@@H](CN(O)N=O)C(=O)O
ZINC000014489354,O=C1C[C@H]2O[C@@H](CO)CN12
ZINC000257431292,CN1[C@H]2CC[C@@]1(O)[C@H](O)[C@H](O)[C@@H]2O
ZINC000012153391,OC[C@@H]1O[C@H](O)[C@@H](O)[C@@H]1O
ZINC000003860713,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O
ZINC000000895140,O=C(O)[C@H](O)CO
ZINC000001635605,NCC(=O)N[C@@H](CO)C(=O)O
ZINC000026647221,C[C@H](O)[C@H](N)C(=O)NCC(=O)O
ZINC000101185473,NC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000002384800,C[C@H](NC(=O)[C@@H](N)CO)C(=O)O
ZINC000069487847,CC(NC(=O)[C@H](N)CO)=C(O)O
ZINC000004095745,OC[C@]1(O)[C@H](O)OC[C@@H](O)[C@H]1O
ZINC000004095647,O=C([C@@H](O)[C@@H](O)CO)[C@H](O)CO
ZINC000169326040,OC[C@@H]1N[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O
ZINC000144660386,OC[C@@H]1SC[C@H](O)[C@H]1O
ZINC000238551675,CC1=C([C@@H](O)CO)C(=O)NC1=O
ZINC000257375495,CC[C@@H]1N[C@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000257708280,CN[C@@H]1[C@H](O)CO[C@H](O)[C@H]1O
ZINC000307726069,OC[C@@]12OC[C@@H](O1)[C@@H](O)[C@H]2O
ZINC001857524329,O=C(O)[C@@H]1C(=CCO)O[C@@H]2CC(=O)N12
ZINC000004028087,O=C(O)[C@H](O)[C@H]1OC(=O)[C@H](O)[C@H]1O
ZINC000004831234,C[C@H](O)[C@@H](O)[C@H](O)CC=O
ZINC000001510519,O=c1cnc2nc(=O)[nH]c(O)c2[nH]1
ZINC000001670851,NC(=O)[C@H](O)[C@@H](O)C(N)=O
ZINC000013429807,OC1[C@H](O)C=C[C@H]1O
ZINC000139367982,CO[C@H](C=O)[C@H](O)[C@H](O)[C@H](O)CO
ZINC000005600625,OC[C@@H]1O[C@H](O)C[C@@H]1O
ZINC000013387635,O=C(O)[C@@H]1C[S@@](=O)CCN1
ZINC000019172858,NNCC(=O)OC[C@H](N)C(=O)O
ZINC000027645958,C[C@H](NC(=O)[C@H](N)CO)C(=O)O
ZINC000013351845,O=S(=O)(O)CCNC[C@@H](O)CO
ZINC000014683704,Cn1cnc2c([nH]c(=O)n2C)c1=O
ZINC000001530152,O=C(O)C(=O)C(=O)[C@@H](O)[C@@H](O)CO
ZINC000001845978,Cn1c(=O)[nH]c2nc(O)[nH]c(=O)c21
ZINC000002037829,C[C@@H](O)[C@@H](O)CO
ZINC000013438166,NCC[C@H](O)[C@H](N)C(=O)O
ZINC000016342969,O=C(CO)[C@@H](O)[C@@H](O)C(=O)CO
ZINC000257405461,C[C@@H]1O[C@H](O)[C@H](O)[C@@H](N(C)C)[C@@H]1O
ZINC000001731777,N[C@H](CC(=O)O)C(=O)NCC(=O)O
ZINC000003871712,N[C@H](CNC(=O)C(=O)O)C(=O)O
ZINC000100044227,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000004097542,O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000100821353,O[C@H]1[C@H](O)[C@H](O)[C@H]2N[C@@]1(O)C[C@H]2O
ZINC000015206721,O=C1NC(=O)[C@@H]2NC(=O)N[C@H]2N1
ZINC000238631964,O=CN[C@@H]1[C@H]2CN3CC[C@@H](O2)[C@@H]13
ZINC000306548518,CO[C@H]1O[C@@H](OC)[C@H](O)[C@H](O)[C@H]1O
ZINC000003872699,NC(=O)[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000001492231,OC[C@@H]1NC[C@@H](O)[C@H]1O
ZINC000002555118,N[C@@H](Cn1cncn1)C(=O)O
ZINC000140210805,O=C(O)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
ZINC000033832663,CO[C@H]1O[C@H](OC)[C@H](O)C(O)[C@H]1O
ZINC000013373941,CN(C)C(=N)NCCS(=O)(=O)O
ZINC000096030268,N[C@@H]1[C@H](O)O[C@H](C(=O)O)[C@H](O)[C@@H]1O
ZINC000020230744,CCOC(=O)[C@@H](N)CO
ZINC000001319627,CO[C@@H]1[C@H](O)[C@H](C)O[C@H](O)[C@@H]1O
ZINC000248000234,CN1C[C@H](O)[C@H](O)[C@@H](O)[C@H]1CO
ZINC000013533611,N[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000015114132,CN1C[C@H](O)[C@@H](O)C[C@@H]1C(=O)O
ZINC000100389622,C[C@@H](O)[C@H](O)[C@H](O)C(O)=C(O)O
ZINC000013435718,O=C(O)[C@]1(O)C[C@H](O)[C@@H](O)CO1
ZINC000013409865,N/N=C(N)/C(S)=N/N
ZINC000038337303,NC(=O)NCCC[C@H](N)C(N)=O
ZINC000256010275,O=C[C@H](O)[C@@H]1OC[C@H](O)[C@H]1O
ZINC000013437738,C[C@H](O)C(=O)NCC[C@@H](N)C(=O)O
ZINC000306383364,CN1[C@@H](CO)[C@@H](O)C[C@@H](O)[C@H]1CO
ZINC000306761341,O[C@@H]1C[C@@H]2OC[C@H](O)[C@@H]2O1
ZINC000257522947,NC(=O)C1=C(N)[C@H](O)[C@@H]2O[C@@H]2C1=O
ZINC000016101905,NC(=N/O)/C(N)=N\O
ZINC000000895074,O=C(O)C[C@H](O)C(=O)O
ZINC000001568246,O=C1C=C[C@@H](O)[C@]1(O)CO
ZINC000013549494,O=CC(=O)[C@@H](O)[C@H](O)[C@H](O)CO
ZINC000003869824,O=C1C[C@](O)(C(=O)O)C[C@@H](O)[C@@H]1O
ZINC000238626836,N[C@@H]1CC[C@H](O)C[C@@H](O)[C@@H]1O
ZINC000238699310,O[C@H]1CC[C@H]2NC[C@@H](O)[C@@H](O)[C@@H]12
ZINC000006491067,C[C@@]1(O)OC[C@H](O)C1(O)O
ZINC000019366971,NCCNCC(=O)O
ZINC000001888744,C[C@H](N)C(=O)NCC(=O)O
ZINC000064499200,Cn1c(=O)[nH]c2c(N)nc(O)nc21
ZINC000043573876,CO[C@@H]1OC[C@H](O)[C@@H](O)[C@H]1O
ZINC000013283582,N[C@@H](C(=O)O)[C@H](O)c1c[nH]cn1
ZINC000156106041,COC[C@H](O)[C@@H](O)[C@H](O)C(=O)CO
ZINC000001529214,O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O
ZINC000004095926,O=C(O)C(=O)CP(=O)(O)O
ZINC000012153389,O[C@H]1C[C@@]2(O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O
ZINC000014620056,COC(=O)C(O)(O)C(=O)OC
ZINC000005955080,NC(=O)[C@@H](N)Cc1cnc[nH]1
ZINC000100055570,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
ZINC000105806576,O=C1O[C@H]([C@@H](O)C(=O)O)[C@@H](O)[C@@H]1O
ZINC000069486936,NCC(=O)NC(CO)=C(O)O
ZINC000003870123,N[C@H](CCOP(=O)(O)O)C(=O)O
ZINC000100054811,O=C[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)C(=O)O
ZINC000031439443,N[C@@H](O)C(=O)O
ZINC000238582814,NC[C@]1(O)CC[C@@H](C(=O)O)NC1=O
ZINC000039089489,CO[C@@H]1OC[C@H](N)[C@H](O)[C@H]1O
ZINC000062235767,C[C@@]1(O)OC[C@@H](O)C1=O
ZINC000257375493,CC[C@@H]1N[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O
ZINC000257437257,CO[C@@H]1O[C@H](C)[C@H](O)[C@@](C)(O)[C@H]1O
ZINC000306648226,CN[C@@H]1[C@H](CN)O[C@@H](CO)[C@@H]1O
ZINC000001532712,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O
ZINC000136909007,O[C@@H]1C[C@H]2N[C@H]1C[C@@H](O)[C@@H]2O
ZINC000014455327,OC[C@@H]1NCC[C@@H]1O
ZINC000001708458,COC(=O)C[C@H](N)C(=O)O
ZINC000238375397,CO[C@@H](CC(=O)O)[C@H](O)C(=O)O
ZINC000000164943,O[C@@H]1C[C@@H](O)[C@H](O)CO1
ZINC000238721300,O=C[C@@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000095661781,C[C@@H]1O[C@H](O)[C@H](O)C[C@H]1O
ZINC000199766342,O=C(CNCCO)NCCO
ZINC000000896695,NC(CO)(CO)CO
ZINC000015060574,OC[C@@H]1[C@H](O)CN2CC[C@@H](O)[C@@H]12
ZINC000002384922,N[C@@H](CO)C(=O)NCC(=O)O
ZINC000015060569,OC[C@]1(O)CCN2CC[C@@H](O)[C@@H]21
ZINC000045375451,COC(=O)[C@H](N)CN1CCOCC1
ZINC000034602009,O=C(O)[C@@H]1NC[C@H](O)[C@H](O)[C@@H]1O
ZINC000257438271,OC[C@@H]1[C@H](O)CN2CC[C@@H](O)[C@H]12
ZINC000001529927,O=C(O)C(=O)C[C@H](O)C(=O)CO
ZINC000001532049,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
ZINC000013310972,CN1C(=O)NC(=O)[C@H]1NC(N)=O
ZINC000100385844,C[C@H](N)C(=O)NC(CO)=C(O)O
ZINC000013346545,N[C@@H](CC[C@@]1(O)CNC1=O)C(=O)O
ZINC000238213442,CC1=C(O)[C@H](O)[C@H](O)[C@@H](O)C1=O
ZINC000005134204,NC1=NCC[C@H](C[C@@H](N)C(=O)O)N1
ZINC000013542183,N[C@H](C[C@@H](O)C=O)C(=O)O
ZINC000001532814,C[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O
ZINC000100006623,O=C[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000006505174,NC(=O)[C@H](O)[C@@H](N)C(=O)O
ZINC000238351919,CO[C@@H]1O[C@H](O)[C@@H](CO)[C@@H]1O
ZINC000011804388,Cn1cc(C(=O)O)c(=O)n(C)c1=O
ZINC000201391128,O=C(O)[C@H]1OCC[C@H](O)C1=O
ZINC000004098892,O[C@@H]1C[C@@H]2CC[C@@](O)(N2)[C@@H]1O
ZINC000100389710,O=C[C@H](O)[C@@H](O)[C@H](O)C(O)=C(O)O
ZINC000257455097,NC1=CC(=O)[C@]2(CO)O[C@H]2[C@H]1O
ZINC000001564967,O=C(O)[C@@H](O)C(O)[C@@H](O)C(=O)O
ZINC000003860368,C[C@H]1O[C@H](O)C[C@H](O)[C@@H]1O
ZINC000008551175,O=C(O)[C@H](O)[C@@H](O)[C@H](O)CO
ZINC000255963849,CO[C@@H]1[C@@H](O)OC[C@@H](O)[C@H]1OC
ZINC000013547967,C[C@@H]1OC(=O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000004228276,N[C@@H](CS(=O)(=O)O)C(=O)O
ZINC000013437739,C[C@@H](O)C(=O)NCC[C@@H](N)C(=O)O
ZINC000034179254,OC[C@@H]1N=C[C@H](O)[C@H]1O
ZINC000005157239,N[C@@H](C(=O)O)[C@@H]1CC(=O)NO1
ZINC000257419391,O[C@H]1C[C@@H](O)[C@H]2CC[C@@]1(O)N2
ZINC000033789779,O=C1O[C@H](CO)[C@H](O)[C@H](O)C1=O
ZINC000050875558,CC(=O)[C@H](O)[C@@H](O)C[C@H](N)C(=O)O
ZINC000005112515,NC/C(O)=N/CC(=O)O
ZINC000004097027,OC[C@@H]1O[C@H](O)[C@H](O)[C@H]1O
ZINC000085587985,O=C1O[C@@H](C(=O)O)[C@H](O)[C@H](O)[C@H]1O
ZINC000238720978,O=C1C(O)=C[C@H](O)[C@H](O)[C@@H]1O
ZINC000307791473,CON=C[C@H](O)CO
ZINC000014491733,O=C(O)[C@](O)(CO)[C@H](O)[C@H](O)CO
ZINC000003861734,O=C1O[C@@H]2[C@@H](O)[C@@H](O)O[C@@H]2[C@@H]1O
ZINC000000900804,C[C@@H](O)[C@@H](O)C(N)=O
ZINC000005847802,O=C1NCC[C@@H](O)[C@@H]1O
ZINC000013435519,O=C1C[C@@H](CO)O[C@]1(O)CO
ZINC000200080767,CC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000013358065,N[C@H](C(=O)O)[C@@H](O)[C@@H](O)CO
ZINC000013517187,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
ZINC000003869933,O=C(O)[C@@H](O)COP(=O)(O)O
ZINC000100824532,O[C@H]1C[C@H](O)[C@]2(O)N[C@@H]1C[C@H]2O
ZINC000005385284,COC(=O)C1=C[C@H](O)[C@@H](O)[C@H](O)C1
ZINC000209544083,O=C(O)C[C@@]1(O)CC(=O)OOC1=O
ZINC000096030332,O=C1O[C@H]2[C@@H](O[C@@H](O)[C@H]2O)[C@@H]1O
ZINC000001731786,C[C@H](N)C(=O)N[C@@H](C(=O)O)[C@@H](C)O
ZINC000014419730,C[C@H](C(=O)O)[C@H](O)[C@@H](N)C(=O)O
ZINC000306866059,OCC[C@@H]1C[C@@H](O)[C@@H](CO)N1
ZINC000001675960,O=C(O)[C@H]1O[C@H]1C(=O)O
ZINC000003606351,C[C@@H]1O[C@H](O)C[C@H](O)[C@@H]1O
ZINC000034348633,C[C@H](O)[C@@H](N)C(=O)NCC(=O)O
ZINC000005157163,O=C(O)C1=CC(=O)[C@@H](O)[C@@H](O)C1
ZINC000039064402,NC(=O)[C@@H]1C[C@H](O)CCN1
ZINC000238756105,C[C@H](N)CC[C@@](N)(O)C(=O)O
ZINC000018125667,O=C1N=C2NC(=O)N[C@@]2(O)C(=O)N1
ZINC000004521519,O=C1O[C@H]([C@@H](O)CO)[C@@H](O)[C@@H]1O
ZINC000004521537,O[C@H]1CO[C@@H](O)CO1
ZINC000100006770,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
ZINC000003872713,O=C(O)CNCP(=O)(O)O
ZINC000014961511,O=C(O)C[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000201283974,CN[C@@H]1[C@H](O)CO[C@@H](OC)[C@H]1O
ZINC000001695854,C[C@H](O)[C@H](O)C(=O)O
ZINC000115314670,N=C(N)NCC=O
ZINC000039116082,NC1=N[C@@H]2C[C@H](N1)N[C@@H]2C(=O)O
ZINC000036533525,O=C[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
ZINC000013548771,O=C1C[C@](O)(C(=O)O)[C@@H](C(=O)O)O1
ZINC000002025033,O[C@H]1COC[C@H]1O
ZINC000105556140,NC1=C[C@H](O)[C@@H]2O[C@H]2C1=O
ZINC000257507109,CC(=O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000038416136,C[S@](=O)/C=C/C(=O)NCCO
ZINC000079167349,N=C1NC[C@H](C[C@H](N)C(=O)O)N1
ZINC000255963850,CO[C@@H]1[C@H](O)OC[C@@H](O)[C@H]1OC
ZINC000001677416,CN(C)[C@@H](CO)C(=O)O
ZINC000006862750,O=C1NC(=O)[C@H](O)N1
ZINC000081914316,C[C@H](O)[C@@H](O)[C@@H](O)C(=O)O
ZINC000100205992,CC(=O)[C@H](O)[C@@H](O)CO
ZINC000001694564,OCC[C@@H](O)[C@H](O)CO
ZINC000014814747,CC1=C[C@H](O)[C@@H](O)[C@H](O)C1=O
ZINC000005339209,CC(=O)N[C@H]1CON(C(C)=O)C1=O
ZINC000005541926,N[C@H]1[C@H](O)[C@@H](O)CO[C@H]1O
ZINC000003830568,O=C(O)[C@@H]1/C(=C/CO)O[C@H]2CC(=O)N21
ZINC000101604212,O=C(O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O
ZINC000004535965,NOCC[C@@H](N)C(=O)O
ZINC000006760988,NC1=NCC[C@@H]([C@@H](N)C(=O)O)N1
ZINC000017025158,Cn1c(=O)[nH]c2[nH]c(N)nc(=O)c21
ZINC000017148623,NC[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000003163214,CN1C(=O)N(C)[C@H]2NC(=O)N[C@@H]21
ZINC000013356044,N[C@@H]1CO[C@H]1C(=O)O
ZINC000207060628,COC(=O)[C@@H](O)P(=O)(O)O
ZINC000000901265,C[C@@](N)(CO)C(=O)O
ZINC000001655440,NC(=O)N[C@H](CC(=O)O)C(=O)O
ZINC000225503219,CN(C)[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O
ZINC000001529321,NCCCC[C@H](N)C(N)=O
ZINC000014814634,C[C@](O)(C(=O)O)[C@H](O)CO
ZINC000001482078,O=CN(O)CC(=O)O
ZINC000003593479,O=C(O)C[C@H](O)CO
ZINC000085598559,O=C1OC[C@@H]([C@H](O)C(=O)O)OC1=O
ZINC000012503032,OCC1=C[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000002041200,O=C1O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000003876031,O=C(O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000238755713,N=C(N)NN(C(=N)N)S(=O)(=O)O
ZINC000000895455,O=C(O)[C@H]1C[C@@H](O)CN1
ZINC000034278551,CN1C[C@H](O)[C@H](O)[C@@H]1CO
ZINC000034800324,CN[C@H](C=O)[C@H](O)[C@H](O)[C@H](O)CO
ZINC000000901488,NC(=O)N[C@H](O)C(=O)O
ZINC000001532575,O[C@H]1CO[C@@H](O)[C@H](O)[C@H]1O
ZINC000013480711,Cn1nc2c(nc1=O)n(C)c(=O)n2C
ZINC000014488350,COC1=C(O)N(C)C(=O)C(=O)C1=O
ZINC000018168715,O=C[C@H](O)[C@@H](O)[C@H](O)CO
ZINC000307726068,OC[C@@]12OC[C@@H](O1)[C@H](O)[C@@H]2O
ZINC000030731440,O=C[C@H](O)[C@@H](O)[C@H](O)CC(=O)O
ZINC000257375795,C[C@@H]1CC[C@@H]2[C@H](O)[C@@H](O)[C@H](CO)N12
ZINC000013327633,O=C1C=C[C@@H](O)C[C@@]1(O)CCO
ZINC000100255835,O=C(O)[C@@]1(O)C[C@H](O)[C@H](O)[C@H](O)C1
ZINC000002555105,NC(=O)CC[C@H](N)C(N)=O
ZINC000257422865,C[C@H](O)[C@@H]1N[C@H](CO)[C@@H](O)[C@@H]1O
ZINC000030725382,O=C(O)C(=O)C(=O)[C@H](O)[C@@H](O)CO
ZINC000014501501,COC(=O)[C@H]1C[C@H](O)C(=O)N1
ZINC000014682531,Cn1c(=O)[nH]c(=O)c2ncc(=O)[nH]c21
ZINC000034385800,NC(=S)[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O
ZINC000111483054,OC[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H]2O[C@H]12
ZINC000004899713,O=C(O)CC[C@@H]1NC(=O)CNC1=O
ZINC000013353262,N[C@H]1[C@@H](O)[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O
ZINC000197272427,CO[C@]1(CO)O[C@H](CO)[C@H](O)[C@H]1O
ZINC000001544494,NCCOC[C@H](N)C(=O)O
ZINC000025721073,O=C(O)[C@@H](O)[C@@H]1OC(=O)[C@H](O)[C@H]1O
ZINC000003581356,C[C@@H](O)[C@H](N)C=O
ZINC000105556132,NC1=C[C@H](O)[C@H]2O[C@@H]2C1=O
ZINC000006360494,N=C(N)NC[C@@H](O)C[C@@H](N)C(=O)O
ZINC000013353492,C[C@@](O)(C[C@@H](N)C(=O)O)C(=O)O
ZINC000005998230,CO[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000001646704,O[C@H]1C[C@@H]2N[C@](O)(C[C@H]2O)[C@@H]1O
ZINC000014962151,CN[C@@H]1[C@H](O)CO[C@@H](O)[C@@H]1O
ZINC000038392163,OC[C@@]12OC[C@@H](O1)[C@H](O)[C@@H](O)[C@H]2O
ZINC000238479139,C[C@H](O)[C@@](C)(O)[C@@](C)(O)C(=O)O
ZINC000002047820,NC(=O)[C@@H](O)CO
ZINC000148294904,CN[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
ZINC000000895497,C=C(C[C@H](N)C(=O)O)C(N)=O
ZINC000004658593,NC[C@H](O)CO
ZINC000014824273,N=C1N[C@H]([C@@H](N)C(=O)O)C[C@@H](O)N1
ZINC000096937884,CN1[C@H](CO)[C@@H](O)C[C@@H](O)[C@H]1CO
ZINC000004691980,O=C1O[C@H](CO)C[C@@]1(O)CO
ZINC000013327705,C[C@H](O)[C@@](O)(C(=O)O)C(C)(C)O
ZINC000100389697,O=C[C@H](O)[C@H](O)[C@@H](O)C(O)=C(O)O
ZINC000257692310,O[C@@H]1CC[C@H]2C[C@@H](O)[C@@]1(O)N2
ZINC000012153626,CCO[C@@H]1OC[C@H](O)[C@@H](O)[C@@H]1O
